CINC	CREN	CMAL	CSCH	JG5-1
g2270	Cre07.g800817			
g2271	Cre05.g240850			
g2272	Cre05.g240800			
g2274	Cre05.g240700			
g2276	Cre05.g240600			
g2277	Cre05.g240550			
g2279	Cre05.g240400			
g2282	Cre36.g759747			
g2284	Cre36.g759647			
g2287	Cre05.g240200			
g2288	Cre05.g240150			
g2289	Cre05.g800563			
g2299	Cre05.g240000			
g2300	Cre05.g239978			
g2305	Cre05.g239900			
g2306	Cre05.g239850			
g2308	Cre05.g239750			
g2309	Cre05.g239700			
g2310	Cre05.g239650			
g2311	Cre05.g239600			
g2314	Cre05.g239550			
g2322	Cre05.g239200			
g2324	Cre05.g239100			
g2327	Cre05.g238950			
g2329	Cre05.g238900			
g2335	Cre05.g238650			
g2340	Cre04.g217900			
g2341	Cre04.g217950			
g2344	Cre04.g218100			
g2345	Cre04.g218150			
g2346	Cre04.g218250			
g2348	Cre04.g218400			
g2349	Cre04.g218450			
g2352	Cre04.g218500			
g2358	Cre04.g218650			
g2359	Cre04.g218700			
g2360	Cre04.g218750			
g2361	Cre04.g218800			
g2362	Cre04.g218850			
g2364	Cre04.g218900			
g2372	Cre04.g219250			
g2373	Cre04.g219300			
g2377	Cre04.g219450			
g2382	Cre04.g219550			
g2388	Cre04.g219700			
g2392	Cre04.g219787			
g2405	Cre11.g483400			
g2406	Cre11.g483351			
g2411	Cre11.g483150			
g2415	Cre11.g482850			
g2416	Cre11.g482841			
g2421	Cre11.g482650			
g2422	Cre11.g482626			
g2431	Cre11.g482300			
g2435	Cre11.g482200			
g2437	Cre11.g482101			
g2452	Cre11.g481650			
g2455	Cre11.g481550			
g2456	Cre11.g481500			
g2457	Cre11.g481450			
g2461	Cre11.g481250			
g2462	Cre11.g481200			
g2464	Cre11.g481126			
g2469	Cre11.g481000			
g2471	Cre11.g480950			
g2473	Cre11.g480851			
g2474	Cre11.g480800			
g2484	Cre11.g480250			
g2488	Cre11.g480150			
g2490	Cre11.g480000			
g2491	Cre11.g479950			
g2492	Cre11.g479900			
g2494	Cre11.g479800			
g2497	Cre11.g479750			
g2501	Cre11.g479700			
g2502	Cre11.g479650			
g2503	Cre11.g479600			
g2506	Cre11.g479500			
g2507	Cre11.g479450			
g2512	Cre11.g479250			
g2515	Cre03.g199311			
g2516	Cre03.g199423			
g2517	Cre03.g199535			
g2519	Cre03.g199647			
g2520	Cre03.g199759			
g2521	Cre03.g199871			
g2522	Cre03.g199983			
g2523	Cre03.g200095			
g2527	Cre03.g200431			
g2528	Cre03.g200543			
g2529	Cre03.g800415			
g2532	Cre03.g200879			
g2533	Cre03.g200991			
g2534	Cre03.g201215			
g2535	Cre03.g201327			
g2536	Cre03.g201439			
g2537	Cre03.g201552			
g2542	Cre03.g201776			
g2544	Cre03.g202113			
g2549	Cre03.g202561			
g2552	Cre03.g203121			
g2555	Cre03.g203457			
g2558	Cre03.g800413			
g2559	Cre03.g203793			
g2561	Cre14.g623900			
g2567	Cre03.g204465			
g2571	Cre03.g204913			
g2575	Cre03.g205361			
g2576	Cre03.g205473			
g2578	Cre03.g205697			
g2579	Cre03.g205809			
g2586	Cre03.g206705			
g2588	Cre03.g206929			
g2589	Cre03.g207041			
g2590	Cre03.g207153			
g2593	Cre03.g207713			
g2594	Cre03.g207825			
g2600	Cre03.g209505			
g2602	Cre03.g209841			
g2606	Cre03.g210177			
g2608	Cre03.g210401			
g2609	Cre03.g210513			
g2612	Cre03.g210961			
g2613	Cre03.g211073			
g2617	Cre03.g211409			
g2618	Cre03.g211521			
g2620	Cre03.g211745			
g2623	Cre03.g212081			
g2624	Cre03.g212305			
g2627	Cre03.g212753			
g2633	Cre03.g213313			
g2634	Cre03.g213425			
g2635	Cre03.g213537			
g2643	Cre03.g198850			
g2647	Cre03.g198950			
g2648	Cre03.g199000			
g2649	Cre03.g199050			
g2652	Cre03.g199150			
g2656	Cre03.g199300			
g2659	Cre03.g199450			
g2660	Cre03.g199500			
g2662	Cre03.g199600			
g2663	Cre03.g199650			
g2666	Cre03.g199800			
g2668	Cre03.g199900			
g2670	Cre03.g200000			
g2671	Cre03.g200050			
g2673	Cre03.g200150			
g2675	Cre03.g200250			
g2678	Cre03.g200350			
g2682	Cre03.g200400			
g2685	Cre03.g200550			
g2686	Cre03.g200600			
g2687	Cre03.g200650			
g2688	Cre03.g200700			
g2693	Cre03.g200850			
g2697	Cre03.g201050			
g2698	Cre03.g201100			
g2700	Cre03.g201200			
g2702	Cre03.g201300			
g2703	Cre03.g201332			
g2704	Cre03.g201350			
g2706	Cre03.g201450			
g2707	Cre03.g201500			
g2709	Cre03.g201550			
g2710	Cre03.g201600			
g2711	Cre03.g201650			
g2713	Cre03.g201750			
g2718	Cre09.g801022			
g2719	Cre03.g201900			
g2720	Cre03.g201950			
g2721	Cre03.g202000			
g2722	Cre03.g202100			
g2723	Cre03.g202150			
g2728	Cre03.g202400			
g2729	Cre03.g202450			
g2731	Cre03.g202500			
g2732	Cre03.g202550			
g2733	Cre03.g202600			
g2743	Cre03.g202950			
g2754	Cre03.g203450			
g2757	Cre03.g203550			
g2758	Cre03.g203600			
g2760	Cre03.g203700			
g2761	Cre03.g203730			
g2763	Cre03.g203800			
g2764	Cre03.g203850			
g2766	Cre03.g203950			
g2767	Cre12.g539850			
g2768	Cre03.g204050			
g2769	Cre03.g204100			
g2770	Cre03.g204150			
g2771	Cre03.g204200			
g2773	Cre03.g204250			
g2774	Cre03.g204300			
g2775	Cre03.g204350			
g2778	Cre03.g204500			
g2780	Cre03.g204601			
g2781	Cre03.g204650			
g2782	Cre03.g204752			
g2785	Cre03.g204800			
g2787	Cre03.g204900			
g2791	Cre03.g205050			
g2792	Cre03.g800390			
g2793	Cre03.g205250			
g2801	Cre03.g205600			
g2802	Cre03.g205650			
g2805	Cre03.g205750			
g2808	Cre03.g205900			
g2809	Cre03.g205950			
g2810	Cre03.g206000			
g2815	Cre03.g206350			
g2816	Cre03.g206452			
g2819	Cre03.g206550			
g2820	Cre03.g206600			
g2821	Cre03.g206650			
g2823	Cre03.g206750			
g2824	Cre03.g206800			
g2825	Cre03.g206850			
g2826	Cre03.g206900			
g2828	Cre03.g207150			
g2830	Cre03.g207250			
g2832	Cre03.g207350			
g2833	Cre03.g207400			
g2834	Cre03.g207502			
g2835	Cre03.g207500			
g2837	Cre03.g207600			
g2839	Cre03.g207700			
g2840	Cre03.g207750			
g2841	Cre03.g207800			
g2842	Cre03.g207901			
g2843	Cre03.g207900			
g2845	Cre03.g207950			
g2848	Cre03.g208000			
g2849	Cre03.g208050			
g2850	Cre03.g208100			
g2853	Cre17.g725000			
g2855	Cre17.g725050			
g2856	Cre17.g725100			
g2858	Cre17.g725200			
g2860	Cre17.g725350			
g2861	Cre17.g725400			
g2863	Cre17.g725500			
g2866	Cre17.g802070			
g2867	Cre17.g725600			
g2868	Cre17.g725650			
g2872	Cre17.g725950			
g2874	Cre17.g726050			
g2875	Cre17.g726000			
g2876	Cre17.g726150			
g2878	Cre17.g726250			
g2879	Cre17.g726300			
g2880	Cre17.g726350			
g2881	Cre17.g726400			
g2882	Cre17.g726450			
g2883	Cre17.g726500			
g2885	Cre17.g726650			
g2886	Cre17.g726700			
g2887	Cre17.g726750			
g2889	Cre17.g726850			
g2890	Cre17.g726900			
g2892	Cre17.g726983			
g2896	Cre04.g217968			
g2900	Cre17.g727050			
g2901	Cre17.g727100			
g2902	Cre17.g727150			
g2905	Cre17.g727300			
g2907	Cre17.g727350			
g2908	Cre17.g727400			
g2910	Cre17.g727500			
g2913	Cre17.g727650			
g2914	Cre17.g727700			
g2915	Cre17.g727750			
g2918	Cre10.g451450			
g2920	Cre10.g451400			
g2921	Cre10.g451300			
g2923	Cre10.g451150			
g2929	Cre10.g450900			
g2930	Cre10.g450879			
g2931	Cre10.g450850			
g2932	Cre10.g450750			
g2935	Cre10.g450550			
g2938	Cre10.g450400			
g2939	Cre10.g450350			
g2945	Cre10.g450050			
g2948	Cre10.g449901			
g2952	Cre10.g449700			
g2954	Cre10.g449800			
g2959	Cre10.g449550			
g2960	Cre10.g449450			
g2961	Cre10.g449400			
g2962	Cre10.g449350			
g2963	Cre10.g449250			
g2965	Cre10.g449150			
g2968	Cre10.g449100			
g2969	Cre10.g449050			
g2973	Cre10.g448950			
g2974	Cre10.g448900			
g2975	Cre10.g448850			
g2976	Cre10.g448800			
g2977	Cre10.g448750			
g2978	Cre10.g448700			
g2980	Cre10.g448650			
g2982	Cre10.g448550			
g2984	Cre10.g448450			
g2985	Cre10.g448350			
g2987	Cre10.g448250			
g2990	Cre10.g448100			
g2991	Cre10.g448051			
g2992	Cre10.g448000			
g2993	Cre10.g447950			
g2994	Cre10.g447900			
g2995	Cre10.g447850			
g3002	Cre10.g447350			
g3003	Cre10.g447300			
g3004	Cre10.g447100			
g3005	Cre10.g447050			
g3006	Cre10.g447000			
g3008	Cre10.g446900			
g3012	Cre10.g446800			
g3013	Cre10.g446750			
g3014	Cre10.g446700			
g3015	Cre10.g446650			
g3016	Cre10.g446550			
g3017	Cre10.g446500			
g3018	Cre10.g446450			
g3019	Cre10.g446400			
g3020	Cre10.g446350			
g3024	Cre10.g446200			
g3025	Cre10.g446150			
g3026	Cre10.g446100			
g3027	Cre10.g446050			
g3031	Cre10.g445850			
g3033	Cre10.g445750			
g3035	Cre10.g445650			
g3036	Cre10.g445600			
g3051	Cre09.g387800			
g3053	Cre09.g387700			
g3054	Cre09.g387650			
g3058	Cre09.g387450			
g3060	Cre09.g387350			
g3062	Cre09.g387250			
g3063	Cre09.g387150			
g3064	Cre09.g387100			
g3065	Cre09.g387050			
g3066	Cre09.g387000			
g3068	Cre09.g386900			
g3069	Cre09.g386850			
g3072	Cre02.g120250			
g3073	Cre02.g120100			
g3078	Cre02.g119900			
g3082	Cre02.g119700			
g3086	Cre02.g119600			
g3087	Cre02.g119550			
g3088	Cre02.g119450			
g3089	Cre02.g119400			
g3090	Cre02.g119350			
g3091	Cre02.g119250			
g3096	Cre02.g118950			
g3097	Cre02.g118900			
g3098	Cre02.g118850			
g3100	Cre02.g118750			
g3103	Cre02.g118600			
g3104	Cre02.g118550			
g3105	Cre02.g118500			
g3106	Cre02.g118450			
g3109	Cre02.g118300			
g3110	Cre02.g118250			
g3111	Cre02.g118200			
g3112	Cre01.g041800			
g3114	Cre02.g118100			
g3115	Cre02.g118050			
g3118	Cre02.g117900			
g3119	Cre17.g744997			
g3121	Cre02.g117850			
g3125	Cre02.g117781			
g3126	Cre02.g117650			
g3127	Cre02.g117600			
g3128	Cre02.g117550			
g3129	Cre02.g117500			
g3132	Cre02.g117350			
g3133	Cre02.g117300			
g3134	Cre02.g117250			
g3135	Cre02.g117200			
g3138	Cre02.g117050			
g3160	Cre08.g380550			
g3164	Cre08.g380950			
g3169	Cre08.g381450			
g3171	Cre08.g381516			
g3173	Cre08.g381600			
g3175	Cre08.g381702			
g3176	Cre08.g381800			
g3183	Cre08.g382200			
g3185	Cre08.g382300			
g3187	Cre08.g382350			
g3189	Cre01.g032900			
g3190	Cre08.g382450			
g3191	Cre08.g382500			
g3195	Cre08.g382545			
g3196	Cre08.g382560			
g3197	Cre08.g382575			
g3199	Cre08.g382590			
g3200	Cre08.g800955			
g3201	Cre08.g382650			
g3206	Cre08.g382800			
g3208	Cre08.g382850			
g3210	Cre08.g382950			
g3212	Cre08.g383050			
g3213	Cre08.g383101			
g3215	Cre08.g383150			
g3217	Cre08.g383250			
g3218	Cre08.g383300			
g3224	Cre08.g383550			
g3226	Cre08.g383650			
g3237	Cre08.g384250			
g3241	Cre17.g802069			
g3242	Cre17.g724850			
g3244	Cre17.g724750			
g3245	Cre17.g724700			
g3247	Cre17.g724600			
g3248	Cre17.g724550			
g3249	Cre17.g724500			
g3250	Cre17.g724450			
g3251	Cre17.g724400			
g3252	Cre17.g724350			
g3253	Cre17.g724300			
g3254	Cre17.g724200			
g3255	Cre17.g724150			
g3256	Cre17.g802068			
g3259	Cre17.g723950			
g3260	Cre17.g723900			
g3262	Cre17.g723800			
g3263	Cre17.g723750			
g3266	Cre17.g723650			
g3267	Cre17.g723600			
g3268	Cre17.g723550			
g3269	Cre17.g723500			
g3270	Cre17.g723450			
g3271	Cre17.g723400			
g3272	Cre17.g723350			
g3274	Cre17.g723250			
g3275	Cre17.g723200			
g3276	Cre17.g723150			
g3279	Cre17.g722950			
g3281	Cre17.g722851			
g3283	Cre17.g722800			
g3284	Cre17.g722750			
g3285	Cre17.g722700			
g3286	Cre17.g722500			
g3288	Cre17.g722400			
g3289	Cre17.g722350			
g3290	Cre17.g722300			
g3292	Cre17.g722200			
g3293	Cre17.g722150			
g3295	Cre17.g722050			
g3296	Cre17.g722000			
g3297	Cre17.g721950			
g3298	Cre17.g721900			
g3300	Cre17.g721800			
g3302	Cre17.g721750			
g3303	Cre17.g721700			
g3305	Cre17.g721600			
g3307	Cre17.g721500			
g3308	Cre17.g721450			
g3310	Cre17.g721350			
g3311	Cre17.g721300			
g3312	Cre17.g721250			
g3313	Cre17.g721200			
g3314	Cre17.g721150			
g3318	Cre17.g720950			
g3319	Cre17.g720900			
g3322	Cre17.g720700			
g3323	Cre17.g720600			
g3324	Cre17.g720550			
g3325	Cre17.g720528			
g3327	Cre17.g720450			
g3328	Cre17.g720400			
g3329	Cre17.g720350			
g3331	Cre17.g720261			
g3334	Cre17.g720250			
g3336	Cre17.g720183			
g3339	Cre17.g720050			
g3342	Cre17.g719900			
g3344	Cre17.g802061			
g3345	Cre17.g719600			
g3348	Cre17.g719500			
g3349	Cre17.g719450			
g3351	Cre17.g802060			
g3354	Cre17.g719250			
g3357	Cre17.g719200			
g3358	Cre17.g719050			
g3359	Cre17.g719000			
g3360	Cre17.g718950			
g3361	Cre17.g718900			
g3363	Cre17.g718800			
g3364	Cre17.g718750			
g3365	Cre17.g718700			
g3366	Cre17.g718650			
g3367	Cre17.g718600			
g3369	Cre17.g718500			
g3374	Cre17.g718350			
g3375	Cre17.g718300			
g3376	Cre17.g718250			
g3377	Cre17.g718200			
g3381	Cre17.g718100			
g3382	Cre17.g718050			
g3386	Cre17.g719750			
g3389	Cre17.g717800			
g3390	Cre17.g717750			
g3391	Cre17.g717700			
g3395	Cre17.g717300			
g3397	Cre17.g717200			
g3398	Cre17.g717150			
g3399	Cre17.g717100			
g3403	Cre17.g716750			
g3405	Cre17.g716650			
g3411	Cre17.g716400			
g3415	Cre17.g716000			
g3416	Cre17.g715950			
g3417	Cre17.g715900			
g3421	Cre17.g715800			
g3422	Cre17.g715750			
g3423	Cre17.g715700			
g3427	Cre17.g715500			
g3429	Cre17.g715350			
g3430	Cre17.g715300			
g3431	Cre17.g715250			
g3432	Cre17.g715200			
g3433	Cre17.g715150			
g3434	Cre17.g715100			
g3436	Cre17.g715000			
g3438	Cre17.g714900			
g3439	Cre17.g714800			
g3440	Cre17.g714700			
g3450	Cre17.g714250			
g3459	Cre17.g713900			
g3460	Cre17.g713850			
g3461	Cre17.g713800			
g3473	Cre17.g713350			
g3474	Cre17.g713150			
g3475	Cre17.g713100			
g3481	Cre17.g712850			
g3483	Cre17.g712400			
g3484	Cre17.g712350			
g3485	Cre17.g712300			
g3487	Cre17.g712100			
g3488	Cre17.g712050			
g3490	Cre17.g711950			
g3492	Cre17.g711900			
g3497	Cre17.g711650			
g3502	Cre17.g711450			
g3503	Cre17.g711401			
g3504	Cre17.g711300			
g3505	Cre17.g711250			
g3506	Cre17.g711200			
g3507	Cre17.g711150			
g3509	Cre17.g711050			
g3510	Cre17.g711000			
g3511	Cre17.g710850			
g3512	Cre17.g710800			
g3515	Cre17.g710600			
g3520	Cre17.g710351			
g3523	Cre17.g710200			
g3524	Cre17.g710150			
g3525	Cre17.g710100			
g3526	Cre17.g710050			
g3527	Cre17.g710000			
g3528	Cre17.g709950			
g3530	Cre17.g709850			
g3535	Cre17.g709750			
g3537	Cre17.g709700			
g3545	Cre17.g709350			
g3546	Cre17.g709300			
g3548	Cre17.g709250			
g3552	Cre17.g709000			
g3553	Cre17.g708950			
g3556	Cre17.g708800			
g3557	Cre17.g708750			
g3566	Cre17.g708450			
g3568	Cre17.g708350			
g3569	Cre17.g708300			
g3570	Cre17.g708250			
g3572	Cre17.g708100			
g3574	Cre17.g708000			
g3576	Cre17.g707950			
g3578	Cre17.g707800			
g3579	Cre17.g707750			
g3580	Cre17.g707700			
g3581	Cre17.g707650			
g3586	Cre17.g707350			
g3587	Cre17.g707300			
g3588	Cre17.g802041			
g3597	Cre17.g706950			
g3598	Cre17.g706900			
g3599	Cre17.g706850			
g3600	Cre17.g706800			
g3602	Cre17.g706650			
g3603	Cre17.g706600			
g3604	Cre17.g706550			
g3616	Cre17.g706300			
g3620	Cre17.g706200			
g3622	Cre17.g706150			
g3624	Cre17.g705950			
g3625	Cre17.g705900			
g3626	Cre17.g705850			
g3633	Cre17.g705600			
g3634	Cre17.g705550			
g3635	Cre17.g705500			
g3636	Cre17.g705450			
g3637	Cre17.g705400			
g3638	Cre17.g705350			
g3639	Cre17.g705300			
g3641	Cre17.g705250			
g3644	Cre17.g705100			
g3645	Cre17.g705050			
g3646	Cre17.g705000			
g3647	Cre17.g704950			
g3648	Cre17.g704901			
g3649	Cre17.g704850			
g3650	Cre17.g802036			
g3653	Cre17.g704650			
g3655	Cre17.g704550			
g3656	Cre17.g704500			
g3658	Cre17.g704350			
g3659	Cre17.g704300			
g3660	Cre17.g704150			
g3661	Cre17.g704100			
g3662	Cre17.g704050			
g3663	Cre17.g704000			
g3664	Cre17.g703950			
g3665	Cre17.g703900			
g3666	Cre17.g703850			
g3668	Cre17.g703800			
g3669	Cre17.g703750			
g3670	Cre17.g703700			
g3672	Cre17.g703550			
g3677	Cre17.g703250			
g3678	Cre17.g703200			
g3681	Cre17.g702950			
g3691	Cre28.g802192			
g3692	Cre13.g564400			
g3694	Cre13.g564250			
g3696	Cre13.g564050			
g3697	Cre13.g564000			
g3698	Cre13.g801510			
g3711	Cre13.g563500			
g3714	Cre13.g563250			
g3715	Cre13.g563200			
g3716	Cre13.g563150			
g3717	Cre13.g563100			
g3718	Cre13.g563050			
g3722	Cre13.g562900			
g3723	Cre13.g562850			
g3724	Cre13.g562800			
g3725	Cre13.g562750			
g3727	Cre13.g562550			
g3729	Cre13.g562501			
g3730	Cre13.g562475			
g3731	Cre13.g562450			
g3735	Cre13.g562250			
g3737	Cre12.g559700			
g3739	Cre12.g559550			
g3740	Cre13.g562150			
g3741	Cre13.g562100			
g3742	Cre13.g562062			
g3743	Cre13.g562031			
g3745	Cre13.g561850			
g3746	Cre13.g801504			
g3765	Cre10.g420650			
g3771	Cre11.g477300			
g3774	Cre11.g477550			
g3776	Cre11.g477500			
g3779	Cre11.g477750			
g3783	Cre11.g477850			
g3784	Cre11.g477900			
g3790	Cre11.g478156			
g3792	Cre11.g478128			
g3793	Cre11.g478100			
g3794	Cre11.g478240			
g3795	Cre11.g478300			
g3796	Cre11.g478350			
g3799	Cre11.g478528			
g3803	Cre11.g478700			
g3804	Cre11.g478850			
g3805	Cre11.g478800			
g3806	Cre11.g478750			
g3808	Cre11.g479000			
g3809	Cre11.g479050			
g3811	Cre11.g479200			
g3818	Cre16.g679250			
g3819	Cre16.g679300			
g3821	Cre16.g679450			
g3822	Cre16.g679500			
g3823	Cre16.g679550			
g3824	Cre16.g679600			
g3827	Cre16.g679750			
g3828	Cre16.g679800			
g3831	Cre16.g679950			
g3833	Cre16.g680000			
g3838	Cre16.g680250			
g3839	Cre16.g680300			
g3841	Cre16.g680450			
g3844	Cre16.g680600			
g3846	Cre16.g680700			
g3853	Cre16.g680900			
g3855	Cre16.g680950			
g3861	Cre16.g681450			
g3862	Cre16.g681500			
g3863	Cre16.g681550			
g3864	Cre16.g681600			
g3865	Cre16.g681700			
g3866	Cre16.g681750			
g3868	Cre16.g681850			
g3869	Cre16.g681900			
g3872	Cre16.g682100			
g3876	Cre16.g682300			
g3877	Cre16.g682350			
g3878	Cre16.g682450			
g3882	Cre16.g682600			
g3883	Cre16.g682650			
g3885	Cre16.g682800			
g3886	Cre16.g682850			
g3887	Cre16.g682900			
g3889	Cre16.g683000			
g3891	Cre16.g683050			
g3892	Cre16.g683100			
g3893	Cre16.g683150			
g3894	Cre16.g683200			
g3895	Cre16.g683250			
g3896	Cre16.g683300			
g3897	Cre16.g683350			
g3898	Cre16.g683400			
g3899	Cre16.g683450			
g3900	Cre16.g683500			
g3903	Cre16.g683650			
g3904	Cre16.g683700			
g3905	Cre16.g683750			
g3908	Cre16.g683900			
g3910	Cre16.g683950			
g3913	Cre16.g684050			
g3914	Cre16.g684065			
g3916	Cre16.g684150			
g3918	Cre16.g684300			
g3920	Cre16.g684350			
g3922	Cre16.g684450			
g3924	Cre16.g684600			
g3925	Cre16.g684650			
g3926	Cre16.g684700			
g3927	Cre16.g684750			
g3928	Cre16.g684800			
g3931	Cre16.g684950			
g3932	Cre16.g685000			
g3933	Cre16.g685050			
g3934	Cre16.g685100			
g3935	Cre16.g685200			
g3937	Cre16.g685250			
g3938	Cre16.g685350			
g3939	Cre16.g685400			
g3940	Cre16.g685450			
g3941	Cre16.g685500			
g3942	Cre16.g685550			
g3945	Cre16.g685700			
g3947	Cre16.g685750			
g3949	Cre16.g685901			
g3960	Cre16.g686400			
g3964	Cre16.g686500			
g3965	Cre16.g686552			
g3966	Cre16.g686550			
g3969	Cre16.g686700			
g3971	Cre16.g686800			
g3972	Cre16.g686850			
g3973	Cre16.g686900			
g3979	Cre16.g687200			
g3980	Cre16.g687301			
g3981	Cre16.g687300			
g3982	Cre16.g687350			
g3984	Cre16.g687450			
g3985	Cre16.g687500			
g3986	Cre16.g687550			
g3988	Cre16.g687650			
g3989	Cre16.g687700			
g3990	Cre16.g687750			
g3991	Cre16.g687800			
g3992	Cre16.g687850			
g3993	Cre16.g687900			
g3995	Cre16.g687950			
g3997	Cre16.g688050			
g3999	Cre16.g667100			
g4000	Cre16.g667150			
g4002	Cre16.g667250			
g4005	Cre16.g667450			
g4008	Cre16.g670750			
g4011	Cre16.g670950			
g4012	Cre16.g671000			
g4014	Cre16.g671100			
g4015	Cre16.g671150			
g4017	Cre16.g671250			
g4018	Cre16.g671300			
g4019	Cre16.g671350			
g4021	Cre16.g671450			
g4022	Cre16.g671500			
g4023	Cre16.g801958			
g4025	Cre16.g667750			
g4026	Cre16.g667800			
g4027	Cre16.g667850			
g4032	Cre16.g667950			
g4033	Cre16.g668000			
g4034	Cre16.g668050			
g4035	Cre16.g668100			
g4036	Cre16.g668150			
g4037	Cre16.g668200			
g4040	Cre16.g668350			
g4041	Cre16.g668400			
g4042	Cre16.g668550			
g4043	Cre16.g668600			
g4045	Cre16.g668700			
g4047	Cre16.g668800			
g4048	Cre16.g668900			
g4049	Cre16.g668950			
g4050	Cre16.g669000			
g4053	Cre16.g669950			
g4054	Cre16.g669900			
g4055	Cre16.g669800			
g4058	Cre16.g669650			
g4059	Cre16.g669600			
g4060	Cre16.g669550			
g4065	Cre16.g670050			
g4071	Cre16.g670400			
g4074	Cre16.g670250			
g4075	Cre16.g670200			
g4078	Cre16.g690500			
g4079	Cre16.g690450			
g4080	Cre16.g690400			
g4081	Cre16.g690350			
g4082	Cre16.g690300			
g4083	Cre16.g690250			
g4084	Cre16.g690200			
g4085	Cre16.g690150			
g4086	Cre16.g690130			
g4087	Cre16.g690100			
g4088	Cre16.g690050			
g4089	Cre16.g690000			
g4093	Cre16.g689700			
g4094	Cre16.g689650			
g4095	Cre16.g689600			
g4099	Cre16.g689250			
g4100	Cre16.g689150			
g4102	Cre16.g689050			
g4103	Cre16.g689001			
g4108	Cre16.g688850			
g4109	Cre16.g688800			
g4114	Cre16.g688650			
g4115	Cre16.g688550			
g4118	Cre16.g688450			
g4121	Cre16.g685573			
g4122	Cre16.g685217			
g4125	Cre16.g683437			
g4126	Cre16.g683081			
g4128	Cre16.g682725			
g4129	Cre16.g682369			
g4132	Cre16.g681301			
g4133	Cre16.g680944			
g4134	Cre16.g680588			
g4137	Cre16.g679164			
g4138	Cre16.g678808			
g4139	Cre16.g678452			
g4142	Cre16.g677026			
g4143	Cre16.g676314			
g4144	Cre16.g675958			
g4146	Cre16.g675602			
g4147	Cre16.g675246			
g4148	Cre16.g674890			
g4149	Cre16.g674534			
g4150	Cre16.g673821			
g4151	Cre16.g673109			
g4152	Cre16.g672753			
g4154	Cre16.g672397			
g4155	Cre16.g672041			
g4157	Cre16.g671329			
g4158	Cre16.g670973			
g4159	Cre16.g670617			
g4160	Cre16.g670261			
g4173	Cre04.g226450			
g4174	Cre04.g226500			
g4175	Cre04.g226550			
g4176	Cre04.g226600			
g4179	Cre04.g226750			
g4181	Cre04.g226850			
g4182	Cre04.g226900			
g4184	Cre04.g226950			
g4192	Cre04.g227350			
g4200	Cre04.g227450			
g4203	Cre04.g227600			
g4212	Cre04.g227850			
g4213	Cre04.g227900			
g4217	Cre04.g227950			
g4220	Cre04.g228100			
g4225	Cre04.g228400			
g4226	Cre04.g228450			
g4227	Cre04.g228500			
g4229	Cre04.g228550			
g4236	Cre04.g228700			
g4237	Cre04.g228750			
g4238	Cre04.g228800			
g4241	Cre04.g228900			
g4248	Cre04.g223650			
g4257	Cre04.g229300			
g4258	Cre04.g229350			
g4259	Cre04.g229700			
g4266	Cre04.g229850			
g4270	Cre04.g230144			
g4271	Cre04.g230242			
g4272	Cre04.g230340			
g4277	Cre04.g800501			
g4278	Cre04.g230732			
g4284	Cre04.g230928			
g4285	Cre04.g231026			
g4301	Cre01.g070932			
g4302	Cre01.g070567			
g4303	Cre01.g070202			
g4305	Cre01.g069472			
g4307	Cre01.g068377			
g4308	Cre01.g068012			
g4309	Cre01.g066917			
g4310	Cre01.g066552			
g4311	Cre01.g066187			
g4313	Cre01.g065822			
g4318	Cre01.g063632			
g4319	Cre01.g063267			
g4320	Cre01.g062902			
g4321	Cre01.g062537			
g4322	Cre01.g062172			
g4323	Cre01.g061807			
g4324	Cre01.g061442			
g4325	Cre01.g061077			
g4327	Cre01.g058886			
g4328	Cre01.g058521			
g4335	Cre01.g056331			
g4338	Cre01.g055550			
g4341	Cre01.g055469			
g4342	Cre01.g055465			
g4344	Cre01.g055453			
g4346	Cre01.g055440			
g4349	Cre01.g055428			
g4351	Cre01.g055420			
g4352	Cre01.g055416			
g4353	Cre01.g055412			
g4354	Cre01.g055408			
g4361	Cre01.g055151			
