CINC	JG05	k0	k4	sites
g3937	JG24_g610	0.0724757897897556	0.3494978904872804	4824
g3935	JG24_g611	0.058350636022434	0.36045721373842116	2934
g3934	JG24_g613	0.1015784781713282	0.31094819375357763	305
g3933	JG24_g614	0.0382991085049256	0.4236963951195515	928
g3932	JG24_g618	0.0579783357996822	0.4673914439647763	354
g3930	JG24_g619	0.0570051319428348	0.3292520938979133	1935
g3931	JG24_g620	0.040441062595365	0.34256880187178623	398
g3928	JG24_g623	0.0826523551002107	0.3683404145149937	1286
g3927	JG24_g624	0.0255343810572878	0.33047904171482356	1097
g3926	JG24_g625	0.0461838756204881	0.3135329177362683	1590
g3925	JG24_g626	0.0457839768629616	0.2569981551518505	1128
g3924	JG24_g627	0.0570460348286003	0.28671805798846167	4708
g3921	JG24_g630	0.1565560178818642	0.4103982804311861	4057
g3922	JG24_g631	0.1483989382976729	0.5251778424349323	2423
g3920	JG24_g632	0.0290241779148318	0.4103789593109466	876
g3918	JG24_g633	0.0328737880321867	0.2635484151284164	518
g3917	JG24_g634	0.1342108784296604	0.39568272272576477	3071
g3916	JG24_g637	0.0371150891879099	0.23935276846475048	575
g3915	JG24_g638	0.0463396281966019	0.2792141517707615	7966
g3914	JG24_g639	0.0838862251024266	0.260876996453646	296
g3911	JG24_g640	0.1514356053789888	0.5169018017016968	2146
g3910	JG24_g641	0.0165877583237134	0.19333497603416094	2054
g3909	JG24_g643	0.2184720740942529	0.775240794295003	3807
g3908	JG24_g644	0.0525446536910654	0.33733913084161926	1002
g3907	JG24_g645	0.1175267644173678	0.3202671218873575	1139
g3906	JG24_g646	0.2903789362956292	0.5587291863183984	2017
g3905	JG24_g647	0.0296230324454793	0.32952499483788433	733
g3904	JG24_g648	0.0407917009698395	0.43467979977354765	594
g3903	JG24_g649	0.0448714817968706	0.29114169818722146	1753
g3902	JG24_g650	0.1381762562877841	0.5072934501236297	11086
g3900	JG24_g652	0.0353006331434893	0.24221888809086756	1631
g3899	JG24_g653	0.03830222040254	0.29442127745419233	1653
g3898	JG24_g654	0.1089797411017785	0.31737351390567403	1276
g3897	JG24_g655	0.082403454409301	0.3118978614967972	1392
g3896	JG24_g657	0.0224735915264522	0.3904008284197137	415
g3895	JG24_g658	0.0105449891762239	0.20119798994600957	562
g3894	JG24_g659	0.0411061773712462	0.40424737554951534	643
g3893	JG24_g660	0.0432972594061805	0.11472700858607038	473
g10339	JG24_g661	0.3141423053105436	0.646276906192314	1958
g3892	JG24_g662	0.0752351763265983	0.23711396083216035	2838
g3891	JG24_g663	0.0457371639619457	0.23696543522006336	2740
g3889	JG24_g664	0.1660512705408234	0.42159936493689054	1882
g3888	JG24_g665	0.076268866795384	0.43845809909617584	2381
g3887	JG24_g666	0.0055555809583963	0.16216733135222694	796
g3886	JG24_g667	0.068814430720652	0.4669750471742154	2684
g3885	JG24_g670	0.035386799185547	0.30261808035333515	1260
g3884	JG24_g671	0.0767206638634985	0.4176944781996068	4630
g3883	JG24_g673	0.0861159931215414	0.44784939549026737	437
g3882	JG24_g674	0.1028324660017348	0.4428097962632536	2566
g3880	JG24_g676	0.1557107458082228	0.5164092184852853	14204
g3879	JG24_g677	0.3006023212517648	0.7332447586878355	6243
g3878	JG24_g678	0.0910580226702248	0.511627591446596	2718
g3877	JG24_g679	0.022946340433652	0.25235417746590966	1877
g3876	JG24_g680	0.0182379807380297	0.03871827405398039	333
g3875	JG24_g681	0.1359852461472978	0.5754413645352504	934
g3873	JG24_g683	0.189137428549669	0.4566926364085764	2021
g3872	JG24_g684	0.027580258013814	0.464746405074426	785
g3871	JG24_g685	0.2044655734760101	0.5584468067969903	991
g3870	JG24_g686	0.0355797938036704	0.35967981019641465	750
g3869	JG24_g687	0.012854632407522	0.23931827936330038	1559
g3868	JG24_g688	0.0089936837883567	0.14355595451243403	1172
g3867	JG24_g689	0.2549753623250834	0.5175275686091647	1385
g3865	JG24_g692	0.1766745534845752	0.5574536758068853	818
g3864	JG24_g693	0.0501088841554434	0.40370370028105373	3534
g3863	JG24_g694	0.1086969662868977	0.4596658587265693	2976
g3862	JG24_g695	0.0516040593697929	0.4279086438507096	577
g3861	JG24_g696	0.0899634195506224	0.36007506712255877	2500
g3860	JG24_g697	0.2062421706969881	0.7340952673762902	3900
g3855	JG24_g700	0.123492540460612	0.46182038770839395	307
g3853	JG24_g701	0.0061264313140947	0.16953744496606818	4662
g3852	JG24_g702	0.1247219508848465	0.31811793084023765	2779
g3851	JG24_g703	0.2039502866127313	0.5250651252528643	1086
g3954	JG24_g707	0.1623071393496492	0.6902730429463433	832
g3846	JG24_g708	0.0246212027350017	0.39182758852025146	858
g3845	JG24_g709	0.1710431745874791	0.5087490710811036	3423
g3844	JG24_g710	0.029730889673512	0.2501797780838064	2604
g3843	JG24_g712	0.1425220734414163	0.6520143827523479	828
g3842	JG24_g714	0.1083399972168149	0.40398460182419954	5069
g3841	JG24_g715	0.0266375957674748	0.16830046687819564	3079
g3840	JG24_g716	0.0892480236665889	0.3929349438910188	1878
g3839	JG24_g717	0.117540472071189	0.44933867318375187	1039
g3838	JG24_g718	0.1099960322963027	0.5401318897108984	922
g3837	JG24_g719	0.0976721736414504	0.39408679234447885	2570
g3836	JG24_g720	0.1008015701953249	0.4355018978499413	9338
g3834	JG24_g723	0.0959857215704051	0.5494291087948554	1885
g3833	JG24_g724	0.0089419837176796	0.18680042724300105	698
g3831	JG24_g725	0.0220929081640725	0.18384184352473873	1060
g3830	JG24_g726	0.0370761469404711	0.2761010093950593	3659
g3829	JG24_g727	0.1633296168455512	0.38800125296363064	5619
g3828	JG24_g728	0.0484719211493836	0.349022437266925	728
g3827	JG24_g729	0.0524942788650262	0.3551389285148851	852
g3826	JG24_g730	0.0843271363316392	0.27961008374851587	2048
g3825	JG24_g731	0.216288054886958	0.5638422308792918	2976
g3824	JG24_g732	0.0395538026702115	0.21684458701801088	880
g3823	JG24_g733	0.0565543731519913	0.3638493831315267	1163
g3822	JG24_g734	0.0224315785444298	0.14329142757203192	271
g3821	JG24_g735	0.002722326037934	0.2600862047100557	560
g3820	JG24_g736	0.0873981964365987	0.3759175163992581	6145
g3819	JG24_g742	0.045641456790956	0.2326161962278796	416
g3818	JG24_g743	0.0149258657379711	0.20465023999998025	311
g15640	JG24_g744	0.1648618209161513	0.45358957016476964	4735
g15641	JG24_g745	0.0373742803109068	0.27076000915299786	1450
g15642	JG24_g746	0.1066999374773075	0.44749930990743675	859
g15643	JG24_g749	0.1180528716232533	0.48687553983255816	999
g15644	JG24_g751	0.1651805937421863	0.4220302353788216	1623
g15646	JG24_g752	0.0658448519903239	0.42677159087367156	1052
g15647	JG24_g753	0.1130386291575076	0.39474627175283017	4890
g15648	JG24_g754	0.0989553993762017	0.3396505102520613	1018
g15649	JG24_g755	0.0271259789007721	0.30805662390675603	1584
g15650	JG24_g756	0.1209700848290261	0.3984781163321484	2604
g15651	JG24_g757	0.3114302677596049	0.7586117843336388	6326
g15652	JG24_g758	0.1228702306183426	0.490444850554998	929
g15653	JG24_g759	0.0919298715355678	0.41166289967438996	1547
g15654	JG24_g760	0.0727441994904822	0.48579727565186437	1486
g15655	JG24_g761	0.2539281549586006	0.5486485676761954	2982
g15656	JG24_g763	0.144427478463992	0.4483073907936913	1554
g15657	JG24_g765	0.0297976546640351	0.20937853708790424	674
g15658	JG24_g766	0.0535379378083458	0.3455319595525466	1560
g15659	JG24_g767	0.028117956686624	0.21243560653793642	922
g15660	JG24_g768	0.0514119856124207	0.3362289500884926	2003
g15661	JG24_g769	0.2675062079540493	0.5275791499473697	1197
g15662	JG24_g770	0.0281458919017594	0.2635484151284164	562
g15663	JG24_g771	0.0671994620955056	0.41908501266601983	1304
g15664	JG24_g772	0.3781403220501195	0.9775550259855923	583
g15666	JG24_g774	0.0797715134961868	0.28235817842618405	298
g15667	JG24_g775	0.1262288661153141	0.38772045925013	1421
g15668	JG24_g776	0.1027317929645669	0.3566180381060852	7622
g15669	JG24_g778	0.0189733438283674	0.18848582121067953	645
g15670	JG24_g779	0.0138252762666285	0.1632926128836529	990
g15671	JG24_g780	0.1079056791631297	0.25431752937246893	291
g15672	JG24_g781	0.1313482321864502	0.40731486448815923	2371
g15673	JG24_g782	0.0275766358403166	0.3821781888428206	854
g15674	JG24_g783	0.1139913876170723	0.4163249312244492	1665
g15675	JG24_g784	0.346452425393561	0.8213730070418952	2608
g15676	JG24_g785	0.0827264712650066	0.3265324721644835	4675
g15677	JG24_g786	0.0431579725842605	0.1726473579570719	2318
g15678	JG24_g787	0.1472575922882051	0.4586223727358807	2006
g15679	JG24_g788	0.0430183766383093	0.20735474093779574	1374
g15680	JG24_g789	0.0580399977115651	0.2818237683329121	2278
g15681	JG24_g790	0.019934728353534	0.1667408509031617	3726
g15682	JG24_g791	0.2051531737992122	0.5774989789945636	1568
g15683	JG24_g792	0.0867139600657148	0.35232480709536973	2570
g15684	JG24_g793	0.0201084430879926	0.24395346447384741	2340
g15685	JG24_g794	0.0849615904627494	0.3140327511436387	1334
g15686	JG24_g795	0.0625036150129916	0.32669613717014523	1046
g15687	JG24_g796	0.3306138098446377	0.7721368064190528	5520
g15688	JG24_g798	0.0077320272441459	0.12454577694163069	394
g15689	JG24_g799	0.0398540063935454	0.28316723999331583	4176
g15690	JG24_g800	0.0746241256211209	0.35393980322540336	3930
g15692	JG24_g801	0.1203358042550882	0.5547709583293574	2523
g15693	JG24_g802	0.0388436318463036	0.21008947505256093	1452
g15694	JG24_g803	0.0649756739796766	0.3493919750442406	1892
g15695	JG24_g804	0.0985973546703476	0.42110201743855913	848
g15696	JG24_g805	0.1627553360863834	0.5433331404613951	2195
g15697	JG24_g808	0.0774569223070245	0.30817123927690027	3924
g15698	JG24_g809	0.0182587944862055	0.24685713041139812	1350
g8979	JG24_g814	0.4378973759708944	0.662293198130041	2559
g15699	JG24_g815	0.2236936476168912	0.5413894724881638	3067
g15700	JG24_g816	0.1270070029850338	0.4452647902719804	1713
g15701	JG24_g817	0.0794230713168018	0.297853998998708	2689
g15702	JG24_g818	0.1663323118830316	0.43800177390815964	2150
g15703	JG24_g819	0.1598120664482777	0.7329385737478816	1857
g15704	JG24_g820	0.2020240949448559	0.6875298344016882	3441
g15705	JG24_g821	0.1198340097817187	0.43340806337951043	3289
g15706	JG24_g822	0.0319497102141129	0.27936540697644163	1637
g15707	JG24_g823	0.21252455918417	0.5708441969714444	2400
g15708	JG24_g824	0.2779083568443011	0.6436079652724453	7854
g15709	JG24_g825	0.0666325789280752	0.41649709106605315	449
g15710	JG24_g826	0.0436713786748447	0.41331397353876836	496
g15711	JG24_g827	0.0465265431895894	0.3351377432032641	403
g15712	JG24_g828	0.0736440196344103	0.29512385361798243	2563
g15713	JG24_g829	0.0483591065217098	0.2316687279473313	4056
g15714	JG24_g830	0.0436645664227822	0.22589157846835944	1428
g15715	JG24_g831	0.0985668215622766	0.348506419185937	1255
g15716	JG24_g832	0.1329980332661812	0.44646308603018475	13661
g15717	JG24_g833	0.2320083550437627	0.5320216806703033	2743
g15718	JG24_g834	0.1631299952316089	0.47399456805496115	714
g15747	JG24_g836	0.0107915530890746	0.09102064275320061	858
g15746	JG24_g837	0.0362389329531057	0.20759026728503543	2624
g15745	JG24_g838	0.0166823021189186	0.1633546040396166	2884
g15744	JG24_g839	0.0798032678165433	0.31094819375357763	873
g15743	JG24_g840	0.0411782243459291	0.23964200873057964	1803
g15742	JG24_g841	0.0612585232607003	0.43761245200654947	1975
g4903	JG24_g842	0.1764855652008487	0.7877126673630757	4480
g4902	JG24_g843	0.196622156158989	1.0083056688048646	2019
g15739	JG24_g844	0.0028790822303742	0.2383496211869537	1062
g15738	JG24_g845	0.0249114753210105	0.29550767185004845	1015
g15737	JG24_g846	0.2764459292248775	0.618131582224762	3947
g15736	JG24_g847	0.1996611041623078	0.5182065810012237	1314
g15735	JG24_g849	0.0762477403323751	0.39097269272496454	628
g15734	JG24_g850	0.1116342206981738	0.271406004024977	575
g15733	JG24_g851	0.0401433603117784	0.3570620064915884	924
g15732	JG24_g852	0.0172918322249443	0.47399456805496115	369
g15731	JG24_g853	0.0829991759156395	1.1574735824471665	206
g15730	JG24_g854	0.1386232262995352	0.3410251583293866	1228
g15729	JG24_g855	0.1590625403723336	0.3955345175841407	3335
g15728	JG24_g856	0.0464873477414785	0.2787275741657792	3129
g15727	JG24_g857	0.0532875273320324	0.3655598873559356	1762
g15726	JG24_g858	0.0357866047797499	0.31811793084023765	564
g15725	JG24_g859	0.0265376279169874	0.3444508605758555	995
g15724	JG24_g860	0.1365739621550231	0.3863209302641748	2777
g15723	JG24_g862	0.0269087157486764	0.3169636405008104	701
g15722	JG24_g863	0.1737236657197909	0.4977244379617818	5544
g15721	JG24_g864	0.1774036367362944	0.5643734156442638	11790
g15720	JG24_g865	0.0262855438240516	0.2574460500591601	1650
g15719	JG24_g867	0.0749218809717331	0.37102218137708015	906
g15749	JG24_g868	0.0694759759079939	0.3831192178244929	1641
g15751	JG24_g870	0.037429804197308	0.22791858838637646	2258
g15752	JG24_g871	0.2599364100315732	0.7156872114052608	4585
g15753	JG24_g872	0.1135887171435699	0.38072496200026307	1170
g15754	JG24_g873	0.0800817023494414	0.251140584968102	7518
g15755	JG24_g874	0.0659597014076493	0.41508639549092063	1032
g15756	JG24_g875	0.0023023809332163	0.21576155433883568	1314
g15757	JG24_g876	0.2590016089720914	0.5539429045755356	5493
g15758	JG24_g877	0.0530582436333597	0.6065402029241443	663
g15762	JG24_g878	0.0541348968603808	0.47094437436934755	960
g15763	JG24_g881	0.0897547785817448	0.4062464882391203	1508
g15764	JG24_g882	0.0042372994065892	0.241562624376835	1057
g15765	JG24_g883	0.0093897940086957	0.2532893396818322	994
g15766	JG24_g885	0.0116961434684298	0.20071435297938728	781
g15767	JG24_g886	0.0056791563361504	0.26627569086095443	1068
g15768	JG24_g887	0.0324751155443738	0.32295081103478007	1339
g15769	JG24_g888	0.0428688103799614	0.33351436594608436	871
g15771	JG24_g889	0.2501974541968132	0.46532288473386146	1450
g15772	JG24_g890	0.2052255117622312	0.48565731274162927	4318
g15773	JG24_g891	0.1523152901363928	0.40908922580666884	600
g15774	JG24_g892	0.0408769889511174	0.3250955366981936	1664
g15775	JG24_g893	0.0415163894567046	0.38064415370171145	14618
g15776	JG24_g895	0.0722625906655819	0.25852987567195285	2139
g15777	JG24_g897	0.1346615964609935	0.38256448407139226	3693
g11217	JG24_g898	0.2436510081322145	0.3567735338544692	1491
g15778	JG24_g899	0.0607004529180912	0.4053304082286906	532
g15779	JG24_g900	0.1905294192053185	0.5631661314370965	487
g15780	JG24_g901	0.0617996488253001	0.26230127287471755	1281
g15781	JG24_g903	0.0429565245488235	0.2849021706894004	756
g15782	JG24_g904	0.1891751594945017	0.4695712820115435	2420
g15783	JG24_g905	0.0917810348426673	0.4279086438507096	1166
g15784	JG24_g906	0.0298759271894713	0.18848582121067953	375
g15785	JG24_g907	0.1554047876598313	0.47297011768395847	7901
g15786	JG24_g908	0.4149328176564316	1.0160400116409716	2189
g15789	JG24_g909	0.2897971174201715	0.6622760372539774	8452
g15790	JG24_g910	0.1642114528262055	0.4948238609772903	5174
g15791	JG24_g911	0.041374785981531	0.25278348486171875	1411
g15792	JG24_g912	0.4860628720661375	0.8336996131461905	4226
g15793	JG24_g913	0.1706351632389961	0.4535521674119191	1058
g15794	JG24_g914	0.0153493729442182	0.20937853708790424	1103
g15795	JG24_g915	0.0355067113056528	0.2504638172969085	3231
g15796	JG24_g916	0.3071873735378114	0.6379466044565701	559
g15797	JG24_g918	0.1657195121245264	0.4765306747335892	1074
g15798	JG24_g919	0.0319764237333269	0.2380183804484231	883
g15799	JG24_g920	0.1154979174126102	0.4408399986765892	2231
g15800	JG24_g921	0.0221418294497412	0.3133014005249841	414
g15801	JG24_g922	0.0184581015039036	0.26445121391332244	1071
g15802	JG24_g923	0.0173418130656407	0.20822380244870964	258
g15803	JG24_g924	0.0395747344118036	0.4238901247386586	672
g15804	JG24_g925	0.0257536031856686	0.44867296804740175	364
g15805	JG24_g926	0.0684187263026661	0.3642863505898128	951
g15806	JG24_g927	0.0839270811733084	0.41121696623110987	1320
g15807	JG24_g928	0.1907448590631733	0.645317671158767	1891
g15808	JG24_g930	0.1274685815809659	0.45005670452735286	1948
g15809	JG24_g931	0.0210090594073063	0.23495082846324739	3037
g15810	JG24_g932	-0.0	0.24511648559178842	594
g15811	JG24_g933	0.0346882632380667	0.19528345082568976	1394
g15812	JG24_g934	0.092424480317961	0.34333038893947654	1772
g15813	JG24_g936	0.0325207818455036	0.2947819410822054	892
g15814	JG24_g937	0.0591115432196023	0.4544844909687107	1502
g15815	JG24_g938	0.1374661555687872	0.45405619968895383	984
g15816	JG24_g939	0.0187509766540629	0.2842037653310519	1001
g15817	JG24_g940	0.1731548144658739	0.5627874776509812	9003
g15818	JG24_g941	0.0379827996140661	0.4099077797760524	282
g15820	JG24_g942	0.0241226823674707	0.2567146548649745	508
g15821	JG24_g944	0.0872351457577676	0.43231717968885297	1433
g15822	JG24_g945	0.0316906448922348	0.17002939247843957	2674
g15823	JG24_g946	0.0741621661064238	0.33773675570513717	2143
g15824	JG24_g947	0.0636616279362763	0.399973859713537	4075
g15826	JG24_g948	0.119106680582423	0.3363827883537362	4042
g13585	JG24_g950	0.0890681522264713	0.2745383546754658	3521
g13584	JG24_g951	0.0344661890636705	0.20341168694865075	1596
g13582	JG24_g952	0.2116686559374808	0.6227612265550728	4413
g13581	JG24_g953	-0.0	0.06033402391405441	468
g13580	JG24_g954	0.0627981696828509	0.3108657942808515	1554
g13579	JG24_g955	0.0391262232452261	0.37558146593436703	508
g13577	JG24_g958	0.1709404995065608	0.4938421786896061	5752
g13576	JG24_g959	0.0835046808367827	0.31195230598159474	2612
g13575	JG24_g960	0.0678020257282257	0.37102218137708015	1108
g13572	JG24_g961	0.036592623127074	0.2201093926020801	2718
g13571	JG24_g962	0.0935832762141831	0.3416390222432764	8684
g13570	JG24_g963	0.0235350343016746	0.16626197300590118	1642
g13569	JG24_g964	0.0342637068881035	0.14956199261494105	314
g13568	JG24_g965	0.0518789298665793	0.2768230979529672	607
g13567	JG24_g966	0.0831370168169965	0.43930703953278316	1635
g13566	JG24_g967	0.0124175021958357	0.21839776091941906	615
g13564	JG24_g969	0.094327040466775	0.25863036471879725	698
g3161	JG24_g970	0.0499205748887542	0.1915978588707882	1077
g3162	JG24_g972	0.1850650627150076	0.490444850554998	1568
g3164	JG24_g974	0.1479676293659069	0.3857693972604763	1603
g3165	JG24_g976	0.1730248210922613	0.5396953155039356	1914
g4275	JG24_g982	0.6136450284666014	0.7480822902557862	2370
g3169	JG24_g983	0.0906420417332635	0.2663482317256981	1494
g3170	JG24_g984	0.0716192593185089	0.3630076026776863	1123
g3171	JG24_g986	0.043769711389187	0.29209857507129233	909
g3172	JG24_g987	0.0779922851430357	0.2769640886479966	521
g3173	JG24_g988	0.1908973988511603	0.3978034218268532	797
g3174	JG24_g989	0.1282527988959697	0.44440930939902923	1502
g3175	JG24_g990	0.0640388786228151	0.29934294957728785	1796
g3176	JG24_g991	0.077345384833388	0.3313745642092795	596
g3177	JG24_g992	0.2342004249457768	0.668229692917399	791
g3179	JG24_g993	0.1413480082954369	0.379291283885861	2705
g3180	JG24_g995	0.0975564004676379	0.3488882571073401	5124
g3182	JG24_g1000	0.098935754788463	0.40526460071562387	4659
g3183	JG24_g1001	0.141595553474679	0.5229919139778194	3281
g3184	JG24_g1002	0.0993967250024808	0.41640413914531504	3669
g3185	JG24_g1003	0.0251520576441893	0.22637266381335586	437
g3187	JG24_g1004	0.0182047772671548	0.12646703432684453	1244
g3188	JG24_g1005	0.1146732054195516	0.442181980694217	3580
g3190	JG24_g1006	0.0683844676038056	0.26455478897951606	709
g3191	JG24_g1007	0.0142184353084606	0.058853711581121404	319
