CSCH	JG05	MALA	CREN	CINC
g10526	JG24_g1164	Mal24_g3544	Cre13.g566700	g1926
g10527	JG24_g1165	Mal24_g3543	Cre13.g566650	g1927
g10533	JG24_g1171	Mal24_g3538	Cre13.g566450	g1931
g10524	JG24_g1176	Mal24_g3548	Cre13.g566250	g1935
g10518	JG24_g1181	Mal24_g3552	Cre13.g566050	g1938
g10517	JG24_g1182	Mal24_g3553	Cre13.g566000	g1939
g10513	JG24_g1190	Mal24_g3559	Cre13.g565850	g1946
g10512	JG24_g1191	Mal24_g3560	Cre13.g565800	g1947
g10511	JG24_g1192	Mal24_g3561	Cre13.g565750	g1948
g10509	JG24_g1194	Mal24_g3563	Cre13.g565650	g1950
g10508	JG24_g1195	Mal24_g3564	Cre13.g565600	g1951
g10507	JG24_g1196	Mal24_g3565	Cre13.g565550	g1952
g10504	JG24_g1198	Mal24_g3568	Cre13.g565450	g1955
g10502	JG24_g1201	Mal24_g3570	Cre13.g565250	g1957
g10490	JG24_g1210	Mal24_g3581	Cre13.g564900	g1969
g10480	JG24_g1222	Mal24_g3603	Cre13.g564500	g1983
g10478	JG24_g1224	Mal24_g3605	Cre13.g564400	g3692
g10473	JG24_g1227	Mal24_g3613	Cre13.g564000	g3697
g10474	JG24_g1228	Mal24_g3612	Cre13.g564050	g3696
g10476	JG24_g1230	Mal24_g3609	Cre13.g564250	g3694
g10461	JG24_g1248	Mal24_g3622	Cre13.g563500	g3711
g10458	JG24_g1253	Mal24_g3631	Cre13.g563250	g3714
g10457	JG24_g1254	Mal24_g3632	Cre13.g563200	g3715
g10456	JG24_g1255	Mal24_g3633	Cre13.g563150	g3716
g10455	JG24_g1256	Mal24_g3635	Cre13.g563100	g3717
g10451	JG24_g1262	Mal24_g3640	Cre13.g562900	g3722
g10450	JG24_g1263	Mal24_g3641	Cre13.g562850	g3723
g10449	JG24_g1264	Mal24_g3642	Cre13.g562800	g3724
g10448	JG24_g1265	Mal24_g3643	Cre13.g562750	g3725
g10446	JG24_g1267	Mal24_g3645	Cre13.g562550	g3727
g10444	JG24_g1269	Mal24_g3647	Cre13.g562501	g3729
g10443	JG24_g1270	Mal24_g3648	Cre13.g562475	g3730
g10442	JG24_g1271	Mal24_g3649	Cre13.g562450	g3731
g10438	JG24_g1275	Mal24_g3653	Cre13.g562250	g3735
g10435	JG24_g1278	Mal24_g3655	Cre13.g562150	g3740
g10433	JG24_g1279	Mal24_g3657	Cre13.g562100	g3741
g10430	JG24_g1283	Mal24_g3660	Cre13.g561850	g3745
g10429	JG24_g1284	Mal24_g3662	Cre13.g801504	g3746
g6605	JG24_g1289	Mal24_g16861	Cre03.g209505	g2600
g6607	JG24_g1291	Mal24_g16863	Cre03.g209841	g2602
g6610	JG24_g1294	Mal24_g16866	Cre03.g210177	g2606
g6613	JG24_g1297	Mal24_g16869	Cre03.g210513	g2609
g6616	JG24_g1301	Mal24_g2854	Cre03.g210961	g2612
g6617	JG24_g1302	Mal24_g2855	Cre03.g211073	g2613
g6622	JG24_g1306	Mal24_g2858	Cre03.g211521	g2618
g6623	JG24_g1308	Mal24_g2859	Cre03.g211745	g2620
g6633	JG24_g1315	Mal24_g2867	Cre03.g212753	g2627
g8859	JG24_g1323	Mal24_g2873	Cre03.g213425	g2634
g8860	JG24_g1324	Mal24_g2874	Cre03.g213537	g2635
g8864	JG24_g1328	Mal24_g2878	Cre03.g198850	g2643
g8867	JG24_g1333	Mal24_g2882	Cre03.g198950	g2647
g8868	JG24_g1334	Mal24_g2883	Cre03.g199000	g2648
g8869	JG24_g1335	Mal24_g2884	Cre03.g199050	g2649
g8873	JG24_g1338	Mal24_g2889	Cre03.g199150	g2652
g8878	JG24_g1343	Mal24_g2898	Cre03.g199300	g2656
g8881	JG24_g1349	Mal24_g2901	Cre03.g199450	g2659
g8882	JG24_g1350	Mal24_g2902	Cre03.g199500	g2660
g8884	JG24_g1352	Mal24_g2904	Cre03.g199600	g2662
g8885	JG24_g1353	Mal24_g2905	Cre03.g199650	g2663
g8888	JG24_g1356	Mal24_g2908	Cre03.g199800	g2666
g8892	JG24_g1362	Mal24_g2911	Cre03.g200000	g2670
g8893	JG24_g1363	Mal24_g2912	Cre03.g200050	g2671
g6574	JG24_g1373	Mal24_g16828	Cre03.g205697	g2578
g6572	JG24_g1375	Mal24_g16826	Cre03.g205473	g2576
g4914	JG24_g1376	Mal24_g16825	Cre03.g205361	g2575
g4910	JG24_g1380	Mal24_g16821	Cre03.g204913	g2571
g4906	JG24_g1384	Mal24_g16817	Cre03.g204465	g2567
g4900	JG24_g1392	Mal24_g16808	Cre03.g800413	g2558
g4897	JG24_g1395	Mal24_g16805	Cre03.g203457	g2555
g4894	JG24_g1398	Mal24_g16802	Cre03.g203121	g2552
g4891	JG24_g1401	Mal24_g16799	Cre03.g202561	g2549
g10275	JG24_g1404	Mal24_g16794	Cre03.g202113	g2544
g7463	JG24_g1408	Mal24_g16792	Cre03.g201776	g2542
g7465	JG24_g1413	Mal24_g16789	Cre03.g201552	g2537
g7467	JG24_g1415	Mal24_g16787	Cre03.g201327	g2535
g2154	JG24_g1421	Mal24_g16782	Cre03.g800415	g2529
g2152	JG24_g1423	Mal24_g16780	Cre03.g200431	g2527
g2146	JG24_g1427	Mal24_g16775	Cre03.g199983	g2522
g2145	JG24_g1428	Mal24_g16774	Cre03.g199871	g2521
g2144	JG24_g1429	Mal24_g16773	Cre03.g199759	g2520
g2143	JG24_g1430	Mal24_g16772	Cre03.g199647	g2519
g2140	JG24_g1431	Mal24_g16771	Cre03.g199535	g2517
g2139	JG24_g1432	Mal24_g16770	Cre03.g199423	g2516
g1120	JG24_g1434	Mal24_g3903	Cre01.g047800	g14989
g1121	JG24_g1435	Mal24_g3904	Cre01.g047750	g14990
g1122	JG24_g1436	Mal24_g3905	Cre01.g047700	g14991
g1123	JG24_g1437	Mal24_g3906	Cre01.g047650	g14992
g1124	JG24_g1438	Mal24_g3907	Cre01.g047600	g14993
g1125	JG24_g1439	Mal24_g3908	Cre01.g047550	g14994
g1127	JG24_g1441	Mal24_g3910	Cre01.g047450	g14996
g3920	JG24_g1454	Mal24_g3920	Cre01.g047001	g9901
g3922	JG24_g1457	Mal24_g3923	Cre01.g046850	g9899
g3923	JG24_g1458	Mal24_g3924	Cre01.g046800	g9898
g3928	JG24_g1463	Mal24_g3930	Cre01.g046150	g9894
g3931	JG24_g1466	Mal24_g3933	Cre01.g045700	g9891
g3932	JG24_g1467	Mal24_g3934	Cre01.g045650	g9890
g3933	JG24_g1468	Mal24_g3935	Cre01.g045640	g9889
g3934	JG24_g1469	Mal24_g3936	Cre01.g045601	g9888
g3935	JG24_g1470	Mal24_g3937	Cre01.g045600	g9887
g3936	JG24_g1472	Mal24_g3938	Cre01.g045550	g9886
g3938	JG24_g1474	Mal24_g3940	Cre01.g045450	g9884
g3939	JG24_g1475	Mal24_g3945	Cre01.g045350	g9883
g3940	JG24_g1476	Mal24_g3946	Cre01.g046652	g9882
g3941	JG24_g1478	Mal24_g3947	Cre01.g046650	g9881
g3945	JG24_g1480	Mal24_g3949	Cre01.g045902	g9879
g3946	JG24_g1482	Mal24_g3951	Cre01.g045200	g9877
g3947	JG24_g1483	Mal24_g3952	Cre01.g045150	g9876
g3948	JG24_g1484	Mal24_g3953	Cre01.g045100	g9875
g3950	JG24_g1487	Mal24_g3955	Cre01.g044900	g9871
g3957	JG24_g1489	Mal24_g3959	Cre01.g044800	g9869
g3958	JG24_g1490	Mal24_g3960	Cre01.g044750	g9868
g3959	JG24_g1491	Mal24_g3961	Cre01.g044700	g9867
g3961	JG24_g1492	Mal24_g3965	Cre01.g044650	g9866
g3967	JG24_g1497	Mal24_g3970	Cre01.g044400	g9862
g3973	JG24_g1503	Mal24_g3975	Cre01.g044200	g9858
g3978	JG24_g1507	Mal24_g3978	Cre01.g044050	g9855
g3979	JG24_g1508	Mal24_g3979	Cre01.g044000	g9854
g3982	JG24_g1510	Mal24_g3982	Cre01.g043800	g9852
g3983	JG24_g1512	Mal24_g3985	Cre01.g043750	g9851
g3984	JG24_g1513	Mal24_g3986	Cre01.g043700	g9850
g3988	JG24_g1520	Mal24_g3991	Cre01.g043500	g9844
g3989	JG24_g1521	Mal24_g3992	Cre01.g043450	g9843
g3991	JG24_g1523	Mal24_g3994	Cre01.g043350	g9841
g3992	JG24_g1524	Mal24_g3995	Cre01.g043300	g9840
g3994	JG24_g1526	Mal24_g3997	Cre01.g043200	g9838
g3995	JG24_g1527	Mal24_g3998	Cre01.g043150	g9837
g3997	JG24_g1529	Mal24_g4000	Cre01.g043050	g9836
g3999	JG24_g1532	Mal24_g4006	Cre01.g042950	g9834
g4000	JG24_g1533	Mal24_g4007	Cre01.g042900	g9833
g4001	JG24_g1534	Mal24_g4008	Cre01.g042850	g9832
g4002	JG24_g1535	Mal24_g4009	Cre01.g042800	g9831
g4003	JG24_g1536	Mal24_g4010	Cre01.g042750	g9830
g4005	JG24_g1538	Mal24_g4017	Cre01.g800109	g6837
g4010	JG24_g1543	Mal24_g4015	Cre01.g042550	g9824
g4011	JG24_g1544	Mal24_g4018	Cre01.g042450	g6838
g4017	JG24_g1553	Mal24_g4028	Cre01.g042050	g6827
g4025	JG24_g1561	Mal24_g4038	Cre01.g041450	g6815
g4027	JG24_g1563	Mal24_g4040	Cre01.g041300	g6813
g4032	JG24_g1569	Mal24_g4045	Cre01.g041000	g6807
g4037	JG24_g1574	Mal24_g4050	Cre01.g040450	g6804
g4038	JG24_g1575	Mal24_g4051	Cre01.g040500	g6803
g4041	JG24_g1579	Mal24_g4057	Cre01.g040400	g6800
g4045	JG24_g1581	Mal24_g4059	Cre01.g040300	g6797
g4047	JG24_g1583	Mal24_g4061	Cre01.g040200	g6795
g4053	JG24_g1589	Mal24_g4066	Cre01.g040000	g6790
g4056	JG24_g1591	Mal24_g4069	Cre01.g039850	g6787
g4058	JG24_g1593	Mal24_g4071	Cre01.g039750	g6785
g4061	JG24_g1597	Mal24_g4075	Cre01.g039500	g6780
g4062	JG24_g1598	Mal24_g4076	Cre01.g039450	g6779
g4064	JG24_g1602	Mal24_g4080	Cre01.g039400	g6776
g4065	JG24_g1603	Mal24_g4081	Cre01.g039350	g6775
g4067	JG24_g1605	Mal24_g4083	Cre01.g039250	g6773
g4068	JG24_g1606	Mal24_g4084	Cre01.g039200	g6772
g4069	JG24_g1607	Mal24_g4085	Cre01.g039150	g6771
g4072	JG24_g1610	Mal24_g4088	Cre01.g038950	g6768
g4073	JG24_g1611	Mal24_g4089	Cre01.g038900	g6767
g4075	JG24_g1613	Mal24_g4091	Cre01.g038800	g6765
g4076	JG24_g1614	Mal24_g4092	Cre01.g038750	g6763
g4077	JG24_g1616	Mal24_g4093	Cre01.g038700	g6762
g4079	JG24_g1618	Mal24_g4095	Cre01.g038600	g6760
g4080	JG24_g1619	Mal24_g4096	Cre01.g038550	g6759
g4081	JG24_g1620	Mal24_g4097	Cre01.g038500	g6758
g4083	JG24_g1622	Mal24_g4099	Cre01.g038400	g6756
g4084	JG24_g1623	Mal24_g4100	Cre01.g038300	g6755
g4085	JG24_g1624	Mal24_g4101	Cre01.g038250	g6754
g4086	JG24_g1625	Mal24_g4102	Cre01.g038200	g6753
g4088	JG24_g1627	Mal24_g4104	Cre01.g038100	g6751
g4092	JG24_g1631	Mal24_g4108	Cre01.g037900	g6747
g4093	JG24_g1632	Mal24_g4109	Cre01.g037850	g6746
g4094	JG24_g1633	Mal24_g4110	Cre01.g037800	g6745
g4096	JG24_g1635	Mal24_g4112	Cre01.g037700	g6743
g4097	JG24_g1636	Mal24_g4113	Cre01.g037650	g6742
g4099	JG24_g1638	Mal24_g4115	Cre01.g037550	g6740
g4103	JG24_g1643	Mal24_g4119	Cre01.g037350	g6737
g4105	JG24_g1645	Mal24_g4121	Cre01.g037250	g6735
g4106	JG24_g1646	Mal24_g4122	Cre01.g037200	g6734
g4107	JG24_g1647	Mal24_g4123	Cre01.g037150	g6733
g4108	JG24_g1648	Mal24_g4124	Cre01.g037100	g6732
g4111	JG24_g1651	Mal24_g4127	Cre01.g036950	g6730
g4113	JG24_g1655	Mal24_g4133	Cre01.g036850	g6728
g4116	JG24_g1657	Mal24_g4135	Cre01.g036750	g6726
g4117	JG24_g1658	Mal24_g4136	Cre01.g036700	g6725
g4119	JG24_g1660	Mal24_g4138	Cre01.g036600	g6723
g4120	JG24_g1661	Mal24_g4139	Cre01.g036550	g6722
g4121	JG24_g1662	Mal24_g4140	Cre01.g036500	g6721
g4122	JG24_g1663	Mal24_g4141	Cre01.g036451	g6720
g4123	JG24_g1664	Mal24_g4142	Cre01.g036400	g6719
g4125	JG24_g1669	Mal24_g4146	Cre01.g036200	g6715
g4126	JG24_g1670	Mal24_g4147	Cre01.g036150	g6714
g4127	JG24_g1671	Mal24_g4148	Cre01.g036100	g6713
g4132	JG24_g1676	Mal24_g4152	Cre01.g035850	g6707
g4139	JG24_g1681	Mal24_g4161	Cre01.g035600	g6701
g4145	JG24_g1686	Mal24_g4165	Cre01.g035450	g6696
g4147	JG24_g1688	Mal24_g4167	Cre01.g035350	g6694
g4149	JG24_g1690	Mal24_g4169	Cre01.g035250	g6691
g4152	JG24_g1693	Mal24_g4172	Cre01.g035100	g6688
g4153	JG24_g1694	Mal24_g4173	Cre01.g035000	g6687
g4154	JG24_g1695	Mal24_g4174	Cre01.g034950	g6686
g4155	JG24_g1696	Mal24_g4175	Cre01.g034900	g6685
g4157	JG24_g1699	Mal24_g4177	Cre01.g034800	g6683
g4162	JG24_g1705	Mal24_g4181	Cre01.g034550	g6678
g4166	JG24_g1707	Mal24_g4184	Cre01.g034451	g6675
g4167	JG24_g1708	Mal24_g4185	Cre01.g034400	g6674
g4175	JG24_g1715	Mal24_g4192	Cre01.g034050	g6667
g4176	JG24_g1716	Mal24_g4193	Cre01.g034000	g6666
g4180	JG24_g1719	Mal24_g4196	Cre01.g033832	g6663
g4181	JG24_g1720	Mal24_g4198	Cre01.g033550	g6662
g4182	JG24_g1721	Mal24_g4199	Cre01.g800091	g6661
g6091	JG24_g1722	Mal24_g4200	Cre01.g033700	g6660
g6093	JG24_g1726	Mal24_g4205	Cre01.g033400	g6656
g6094	JG24_g1727	Mal24_g4206	Cre01.g033350	g6655
g6095	JG24_g1728	Mal24_g4207	Cre01.g033300	g6654
g6102	JG24_g1731	Mal24_g4216	Cre01.g033150	g6651
g6104	JG24_g1737	Mal24_g4218	Cre01.g032750	g6645
g6105	JG24_g1738	Mal24_g4219	Cre01.g032700	g6644
g6106	JG24_g1739	Mal24_g4220	Cre01.g032650	g6643
g6107	JG24_g1740	Mal24_g4221	Cre01.g032600	g6642
g6110	JG24_g1742	Mal24_g4224	Cre01.g032500	g6639
g6111	JG24_g1743	Mal24_g4225	Cre01.g032450	g6638
g6113	JG24_g1745	Mal24_g4227	Cre01.g032350	g6636
g6114	JG24_g1746	Mal24_g4228	Cre01.g032300	g6635
g6118	JG24_g1750	Mal24_g4232	Cre01.g032150	g6631
g6119	JG24_g1751	Mal24_g4233	Cre01.g032100	g6630
g6120	JG24_g1752	Mal24_g4234	Cre01.g032050	g6629
g6121	JG24_g1753	Mal24_g4235	Cre01.g032000	g6628
g6123	JG24_g1756	Mal24_g4237	Cre01.g031900	g6626
g6128	JG24_g1761	Mal24_g4243	Cre01.g031650	g6618
g6129	JG24_g1762	Mal24_g4244	Cre01.g031600	g6617
g6131	JG24_g1765	Mal24_g4246	Cre01.g031500	g6615
g6135	JG24_g1772	Mal24_g4251	Cre01.g031250	g6609
g6136	JG24_g1773	Mal24_g4252	Cre01.g031200	g6608
g6137	JG24_g1774	Mal24_g4253	Cre01.g031100	g6607
g6138	JG24_g1775	Mal24_g4254	Cre01.g031050	g6606
g6139	JG24_g1776	Mal24_g4255	Cre01.g031004	g6605
g6140	JG24_g1777	Mal24_g4256	Cre01.g030950	g6604
g6145	JG24_g1781	Mal24_g4259	Cre01.g030800	g6599
g6147	JG24_g1783	Mal24_g4261	Cre01.g030700	g6597
g6150	JG24_g1786	Mal24_g4264	Cre01.g030550	g6594
g6151	JG24_g1787	Mal24_g4266	Cre01.g030500	g6593
g6154	JG24_g1790	Mal24_g4269	Cre01.g030350	g6590
g6155	JG24_g1791	Mal24_g4271	Cre01.g030300	g6589
g6156	JG24_g1792	Mal24_g4272	Cre01.g030250	g6588
g6157	JG24_g1793	Mal24_g4273	Cre01.g030200	g6587
g6159	JG24_g1795	Mal24_g4276	Cre01.g030050	g6584
g6161	JG24_g1797	Mal24_g4278	Cre01.g029950	g6582
g6162	JG24_g1798	Mal24_g4279	Cre01.g029900	g6581
g6163	JG24_g1799	Mal24_g4280	Cre01.g029850	g6580
g6164	JG24_g1800	Mal24_g4281	Cre01.g029800	g6579
g6165	JG24_g1801	Mal24_g4282	Cre01.g029750	g6578
g6167	JG24_g1803	Mal24_g4284	Cre01.g029650	g6576
g6171	JG24_g1807	Mal24_g4288	Cre01.g029450	g6571
g6174	JG24_g1810	Mal24_g4291	Cre01.g029300	g6568
g6175	JG24_g1811	Mal24_g4292	Cre01.g029250	g6567
g6177	JG24_g1813	Mal24_g4294	Cre01.g029150	g6565
g6178	JG24_g1814	Mal24_g4295	Cre01.g029100	g6564
g6179	JG24_g1815	Mal24_g4296	Cre01.g029050	g6563
g6180	JG24_g1817	Mal24_g4298	Cre01.g029000	g6562
g6181	JG24_g1818	Mal24_g4299	Cre01.g028950	g6561
g6184	JG24_g1821	Mal24_g4302	Cre01.g028600	g6558
g6186	JG24_g1823	Mal24_g4304	Cre01.g028500	g6556
g6189	JG24_g1824	Mal24_g4305	Cre01.g028450	g6555
g6190	JG24_g1825	Mal24_g4306	Cre01.g028423	g6553
g6191	JG24_g1826	Mal24_g4307	Cre01.g028350	g6549
g6192	JG24_g1827	Mal24_g4308	Cre01.g028300	g6548
g6193	JG24_g1829	Mal24_g4309	Cre01.g028250	g6547
g6194	JG24_g1830	Mal24_g4310	Cre01.g028200	g6544
g6195	JG24_g1831	Mal24_g4311	Cre01.g028150	g6543
g6196	JG24_g1832	Mal24_g4312	Cre01.g028101	g6542
g6200	JG24_g1835	Mal24_g4316	Cre01.g027950	g6539
g6201	JG24_g1836	Mal24_g4317	Cre01.g027900	g6538
g6202	JG24_g1837	Mal24_g4318	Cre01.g027850	g6537
g6203	JG24_g1838	Mal24_g4319	Cre01.g027800	g6536
g6204	JG24_g1839	Mal24_g4320	Cre01.g027764	g6535
g6208	JG24_g1843	Mal24_g4322	Cre01.g027700	g6533
g6212	JG24_g1847	Mal24_g4328	Cre01.g027500	g6529
g6213	JG24_g1848	Mal24_g4329	Cre01.g027450	g6528
g6218	JG24_g1852	Mal24_g4332	Cre01.g027250	g6523
g6219	JG24_g1853	Mal24_g4333	Cre01.g027200	g6522
g6222	JG24_g1854	Mal24_g4335	Cre01.g027150	g6521
g6223	JG24_g1855	Mal24_g4336	Cre01.g027100	g6520
g6224	JG24_g1856	Mal24_g4337	Cre01.g027050	g6519
g6225	JG24_g1857	Mal24_g4339	Cre01.g027000	g6518
g6227	JG24_g1860	Mal24_g4341	Cre01.g026900	g6516
g6231	JG24_g1865	Mal24_g4346	Cre01.g026650	g6513
g6232	JG24_g1866	Mal24_g4347	Cre01.g026600	g6512
g6233	JG24_g1867	Mal24_g4348	Cre01.g026550	g6511
g6236	JG24_g1869	Mal24_g4351	Cre01.g026400	g6508
g6239	JG24_g1873	Mal24_g4353	Cre01.g026250	g6505
g6240	JG24_g1874	Mal24_g4354	Cre01.g026200	g6504
g6246	JG24_g1881	Mal24_g4360	Cre01.g025900	g6497
g6250	JG24_g1885	Mal24_g4366	Cre01.g025700	g6493
g6251	JG24_g1887	Mal24_g4368	Cre01.g025600	g6491
g6253	JG24_g1890	Mal24_g4370	Cre01.g025500	g6489
g6254	JG24_g1891	Mal24_g4371	Cre01.g025450	g6488
g6255	JG24_g1892	Mal24_g4372	Cre01.g025400	g6487
g6257	JG24_g1894	Mal24_g4376	Cre01.g025300	g6485
g6258	JG24_g1895	Mal24_g4377	Cre01.g025250	g6484
g6259	JG24_g1896	Mal24_g4378	Cre01.g025200	g6483
g6260	JG24_g1898	Mal24_g4381	Cre01.g025150	g6481
g6261	JG24_g1899	Mal24_g4382	Cre01.g025100	g6480
g6264	JG24_g1901	Mal24_g4385	Cre01.g024950	g6477
g6269	JG24_g1905	Mal24_g4389	Cre01.g024750	g6470
g6271	JG24_g1907	Mal24_g4391	Cre01.g024550	g6468
g6272	JG24_g1909	Mal24_g4392	Cre01.g024500	g6467
g6273	JG24_g1911	Mal24_g4394	Cre01.g024400	g6465
g6274	JG24_g1912	Mal24_g4395	Cre01.g024350	g6464
g6275	JG24_g1913	Mal24_g4396	Cre01.g024300	g6463
g6279	JG24_g1916	Mal24_g4400	Cre01.g024150	g6459
g6280	JG24_g1917	Mal24_g4401	Cre01.g024100	g6458
g6281	JG24_g1918	Mal24_g4402	Cre01.g024050	g6457
g6287	JG24_g1925	Mal24_g4408	Cre01.g023787	g6451
g6288	JG24_g1926	Mal24_g4409	Cre01.g023773	g6447
g10303	JG24_g1940	Mal24_g910	Cre02.g093500	g9613
g6298	JG24_g1942	Mal24_g4420	Cre01.g023400	g6433
g6299	JG24_g1943	Mal24_g4421	Cre01.g023350	g6432
g6301	JG24_g1951	Mal24_g4422	Cre01.g023300	g6431
g4601	JG24_g1952	Mal24_g7289	Cre01.g023250	g6426
g6303	JG24_g1953	Mal24_g4424	Cre01.g023200	g6425
g6304	JG24_g1954	Mal24_g4425	Cre01.g023150	g6424
g6306	JG24_g1956	Mal24_g4427	Cre01.g023050	g6422
g6317	JG24_g1966	Mal24_g4436	Cre01.g022650	g6413
g6319	JG24_g1968	Mal24_g4438	Cre01.g022550	g6411
g6320	JG24_g1969	Mal24_g4439	Cre01.g022500	g6407
g6325	JG24_g1976	Mal24_g4444	Cre01.g022250	g6403
g6326	JG24_g1977	Mal24_g4445	Cre01.g022200	g6402
g6327	JG24_g1978	Mal24_g4446	Cre01.g022150	g6401
g3322	JG24_g1987	Mal24_g4454	Cre01.g021750	g6393
g3320	JG24_g1989	Mal24_g4456	Cre01.g021650	g6391
g3319	JG24_g1990	Mal24_g4457	Cre01.g021600	g6390
g3318	JG24_g1991	Mal24_g4458	Cre01.g021500	g6388
g3317	JG24_g1992	Mal24_g4459	Cre01.g021450	g6387
g3315	JG24_g1994	Mal24_g4461	Cre01.g021350	g6385
g3314	JG24_g1995	Mal24_g4462	Cre01.g021300	g6384
g3313	JG24_g1996	Mal24_g4463	Cre01.g021251	g6383
g10098	JG24_g2000	Mal24_g4483	Cre01.g021050	g6379
g10101	JG24_g2002	Mal24_g4480	Cre01.g020950	g6377
g10090	JG24_g2015	Mal24_g4490	Cre01.g020350	g6370
g10091	JG24_g2016	Mal24_g4489	Cre01.g020400	g6369
g10092	JG24_g2017	Mal24_g4488	Cre01.g020450	g6368
g10093	JG24_g2018	Mal24_g4487	Cre01.g020500	g6367
g10078	JG24_g2030	Mal24_g4502	Cre01.g019850	g6356
g10077	JG24_g2031	Mal24_g4503	Cre01.g019750	g6355
g10074	JG24_g2034	Mal24_g4506	Cre01.g019600	g6352
g10070	JG24_g2037	Mal24_g4511	Cre01.g019450	g6348
g10068	JG24_g2039	Mal24_g4513	Cre01.g019250	g6346
g10066	JG24_g2041	Mal24_g4515	Cre01.g019150	g6344
g10065	JG24_g2042	Mal24_g4516	Cre01.g019100	g6343
g10063	JG24_g2045	Mal24_g4519	Cre01.g019000	g6341
g10062	JG24_g2046	Mal24_g4520	Cre01.g018950	g6340
g10060	JG24_g2048	Mal24_g4525	Cre01.g018850	g6337
g10059	JG24_g2049	Mal24_g4526	Cre01.g018800	g6336
g10057	JG24_g2051	Mal24_g4528	Cre01.g018700	g6334
g10054	JG24_g2054	Mal24_g4531	Cre01.g018600	g6332
g10053	JG24_g2055	Mal24_g4532	Cre01.g018550	g6331
g10051	JG24_g2057	Mal24_g4534	Cre01.g018450	g6329
g10049	JG24_g2059	Mal24_g4536	Cre01.g018350	g6327
g10047	JG24_g2061	Mal24_g4538	Cre01.g800057	g6325
g10045	JG24_g2063	Mal24_g4540	Cre01.g018100	g6323
g10043	JG24_g2064	Mal24_g4542	Cre01.g018050	g6321
g10042	JG24_g2065	Mal24_g4543	Cre01.g018000	g6320
g10040	JG24_g2069	Mal24_g4546	Cre01.g017650	g6317
g10038	JG24_g2071	Mal24_g4550	Cre01.g017500	g6313
g10034	JG24_g2074	Mal24_g4554	Cre01.g017300	g6310
g10030	JG24_g2079	Mal24_g4560	Cre01.g017050	g6307
g10029	JG24_g2081	Mal24_g4563	Cre01.g016950	g6306
g10028	JG24_g2082	Mal24_g4564	Cre01.g016900	g6305
g10027	JG24_g2083	Mal24_g4565	Cre01.g016850	g6304
g10025	JG24_g2086	Mal24_g4568	Cre01.g016600	g6302
g10020	JG24_g2089	Mal24_g4573	Cre01.g016556	g6299
g10019	JG24_g2090	Mal24_g4574	Cre01.g016528	g6298
g10014	JG24_g2095	Mal24_g4579	Cre01.g016300	g6293
g10011	JG24_g2097	Mal24_g4582	Cre01.g016150	g6291
g10008	JG24_g2099	Mal24_g4583	Cre01.g016050	g6289
g16323	JG24_g2101	Mal24_g4585	Cre01.g016100	g6290
g10005	JG24_g2102	Mal24_g4586	Cre01.g015950	g6286
g10004	JG24_g2104	Mal24_g4588	Cre01.g015850	g6285
g10003	JG24_g2106	Mal24_g4589	Cre01.g015750	g6284
g10002	JG24_g2107	Mal24_g4590	Cre01.g015700	g6283
g9998	JG24_g2111	Mal24_g4596	Cre01.g015600	g6280
g9999	JG24_g2113	Mal24_g4593	Cre01.g015650	g6281
g9989	JG24_g2121	Mal24_g4604	Cre01.g015250	g6272
g9983	JG24_g2126	Mal24_g4611	Cre01.g015000	g6265
g9981	JG24_g2128	Mal24_g4613	Cre01.g014850	g6263
g9980	JG24_g2129	Mal24_g4614	Cre01.g014800	g6262
g9976	JG24_g2131	Mal24_g4620	Cre01.g014700	g6257
g9974	JG24_g2133	Mal24_g4622	Cre01.g800047	g6255
g9969	JG24_g2138	Mal24_g4626	Cre01.g014400	g6251
g9968	JG24_g2139	Mal24_g4627	Cre01.g014350	g6250
g9902	JG24_g2146	Mal24_g4702	Cre01.g011200	g6180
g9905	JG24_g2149	Mal24_g4699	Cre01.g011350	g6182
g9907	JG24_g2152	Mal24_g4696	Cre01.g011450	g6184
g9908	JG24_g2153	Mal24_g4695	Cre01.g011500	g6185
g9911	JG24_g2157	Mal24_g4693	Cre01.g011600	g6187
g9921	JG24_g2172	Mal24_g4679	Cre01.g012126	g6201
g9922	JG24_g2173	Mal24_g4678	Cre01.g012150	g6202
g9924	JG24_g2175	Mal24_g4675	Cre01.g012300	g6205
g9928	JG24_g2180	Mal24_g4671	Cre01.g012500	g6209
g9930	JG24_g2182	Mal24_g4667	Cre01.g012600	g6212
g9932	JG24_g2184	Mal24_g4665	Cre01.g012700	g6214
g9933	JG24_g2185	Mal24_g4664	Cre01.g012750	g6215
g9934	JG24_g2186	Mal24_g4663	Cre01.g012800	g6216
g9935	JG24_g2187	Mal24_g4662	Cre01.g012850	g6217
g15596	JG24_g2194	Mal24_g4725	Cre01.g800035	g6155
g15597	JG24_g2195	Mal24_g4724	Cre01.g010350	g6156
g15598	JG24_g2196	Mal24_g4723	Cre01.g010400	g6157
g15599	JG24_g2197	Mal24_g4722	Cre01.g010450	g6158
g15600	JG24_g2198	Mal24_g4721	Cre01.g010500	g6159
g15605	JG24_g2200	Mal24_g4718	Cre01.g010700	g6162
g9891	JG24_g2203	Mal24_g4714	Cre01.g010816	g6166
g9892	JG24_g2204	Mal24_g4713	Cre01.g010832	g6167
g9894	JG24_g2206	Mal24_g4711	Cre01.g010848	g6170
