CINC	CREN	CSCH	MALA	JG05
g1425	Cre13.g589350			
g1426	Cre13.g589300			
g1427	Cre13.g589250			
g1428	Cre13.g589200			
g1429	Cre13.g589167			
g1430	Cre13.g589150			
g1431	Cre10.g462650			
g1432	Cre13.g589100			
g1433	Cre13.g589050			
g1434	Cre13.g589000			
g1435	Cre13.g588959			
g1436	Cre13.g588950			
g1438	Cre13.g588900			
g1439	Cre13.g588850			
g1440	Cre13.g588800			
g1441	Cre13.g588750			
g1442	Cre13.g588700			
g1443	Cre13.g588650			
g1445	Cre13.g588600			
g1446	Cre13.g588550			
g1448	Cre13.g588350			
g1449	Cre13.g588310			
g1450	Cre13.g588271			
g1451	Cre13.g588250			
g1452	Cre13.g588201			
g1453	Cre13.g588150			
g1454	Cre13.g588100			
g1456	Cre13.g588000			
g1457	Cre13.g587950			
g1458	Cre13.g587800			
g1459	Cre13.g587750			
g1460	Cre13.g801554			
g1461	Cre13.g587650			
g1462	Cre13.g587600			
g1463	Cre13.g587550			
g1465	Cre13.g587500			
g1466	Cre13.g587450			
g1467	Cre13.g587400			
g1468	Cre13.g587350			
g1470	Cre13.g587250			
g1472	Cre13.g587200			
g1473	Cre13.g587150			
g1474	Cre13.g587100			
g1476	Cre13.g587050			
g1477	Cre13.g587000			
g1481	Cre13.g586850			
g1482	Cre13.g586800			
g1483	Cre13.g586750			
g1484	Cre13.g586700			
g1485	Cre13.g586650			
g1486	Cre13.g586600			
g1487	Cre13.g586550			
g1488	Cre13.g586500			
g1489	Cre13.g586450			
g1491	Cre13.g586400			
g1492	Cre13.g586350			
g1493	Cre13.g586300			
g1494	Cre13.g586250			
g1495	Cre13.g586200			
g1499	Cre13.g586000			
g1500	Cre13.g586050			
g1501	Cre13.g585950			
g1502	Cre13.g585900			
g1503	Cre13.g585850			
g1504	Cre13.g585800			
g1508	Cre13.g585700			
g1510	Cre13.g801550			
g1511	Cre13.g585600			
g1512	Cre13.g585550			
g1513	Cre13.g585500			
g1514	Cre13.g585450			
g1515	Cre13.g801548			
g1516	Cre13.g585350			
g1517	Cre13.g585301			
g1518	Cre13.g585250			
g1519	Cre13.g585150			
g1520	Cre13.g585100			
g1521	Cre13.g585050			
g1523	Cre13.g584950			
g1524	Cre13.g584901			
g1525	Cre13.g584850			
g1526	Cre13.g584800			
g1527	Cre13.g584750			
g1528	Cre13.g584700			
g1529	Cre13.g584551			
g1531	Cre13.g584619			
g1532	Cre13.g584500			
g1534	Cre13.g584450			
g1535	Cre13.g584400			
g1536	Cre13.g584350			
g1537	Cre13.g801543			
g1538	Cre13.g584250			
g1539	Cre13.g584200			
g1540	Cre13.g584100			
g1543	Cre13.g583750			
g1544	Cre13.g583700			
g1545	Cre13.g583650			
g1546	Cre13.g583600			
g1547	Cre13.g583550			
g1548	Cre06.g252150			
g1550	Cre13.g583500			
g1551	Cre13.g583450			
g1552	Cre13.g583400			
g1553	Cre13.g583350			
g1554	Cre13.g583300			
g1555	Cre13.g583250			
g1556	Cre13.g583217			
g1557	Cre14.g614500			
g1558	Cre13.g583100			
g1559	Cre13.g583050			
g1560	Cre13.g582900			
g1565	Cre13.g582800			
g1566	Cre13.g582650			
g1567	Cre13.g582600			
g1568	Cre13.g582476			
g1569	Cre13.g582350			
g1570	Cre04.g213400			
g1571	Cre13.g582270			
g1572	Cre13.g582250			
g1573	Cre13.g582201			
g1574	Cre13.g581900			
g1575	Cre13.g581850			
g1577	Cre13.g604250			
g1581	Cre04.g224867			
g1586	Cre13.g581801			
g1587	Cre13.g581750			
g1588	Cre13.g581700			
g1590	Cre13.g581650			
g1591	Cre13.g581600			
g1592	Cre13.g581550			
g1593	Cre13.g581500			
g1595	Cre13.g581450			
g1599	Cre13.g581400			
g1600	Cre13.g581350			
g1601	Cre13.g581300			
g1602	Cre10.g443050			
g1603	Cre13.g581200			
g1604	Cre13.g581150			
g1605	Cre13.g801535			
g1606	Cre13.g581050			
g1607	Cre13.g580950			
g1608	Cre13.g580900			
g1609	Cre13.g580850			
g1610	Cre13.g580750			
g1611	Cre13.g580700			
g1612	Cre13.g580650			
g1614	Cre13.g580600			
g1615	Cre13.g580550			
g1616	Cre13.g580500			
g1617	Cre13.g580450			
g1618	Cre13.g801533			
g1619	Cre13.g580350			
g1620	Cre13.g580300			
g1621	Cre13.g580250			
g1622	Cre13.g580200			
g1623	Cre13.g580150			
g1624	Cre13.g580050			
g1625	Cre13.g580000			
g1626	Cre13.g579950			
g1627	Cre13.g579901			
g1628	Cre13.g579850			
g1629	Cre13.g579800			
g1630	Cre13.g579734			
g1631	Cre13.g579700			
g1634	Cre13.g801530			
g1635	Cre13.g579598			
g1636	Cre13.g579550			
g1640	Cre13.g801529			
g1641	Cre13.g579450			
g1642	Cre13.g579400			
g1643	Cre13.g579350			
g1646	Cre13.g579100			
g1647	Cre13.g579150			
g1648	Cre13.g579200			
g1649	Cre13.g579000			
g1652	Cre13.g578950			
g1653	Cre13.g578900			
g1654	Cre13.g578800			
g1656	Cre13.g578750			
g1658	Cre13.g578650			
g1659	Cre13.g578600			
g1662	Cre13.g578501			
g1663	Cre13.g578451			
g1665	Cre13.g578012			
g1666	Cre13.g578150			
g1667	Cre13.g578100			
g1670	Cre13.g578051			
g1671	Cre13.g578050			
g1672	Cre13.g801527			
g1673	Cre13.g577950			
g1674	Cre13.g577900			
g1675	Cre13.g577850			
g1677	Cre13.g577800			
g1678	Cre13.g577550			
g1679	Cre13.g577500			
g1683	Cre13.g577450			
g1684	Cre13.g577400			
g1686	Cre13.g577352			
g1687	Cre13.g577250			
g1688	Cre13.g577100			
g1689	Cre13.g577050			
g1691	Cre13.g576950			
g1692	Cre13.g576850			
g1693	Cre13.g576800			
g1694	Cre13.g576760			
g1696	Cre13.g576650			
g1697	Cre13.g576600			
g1698	Cre13.g576550			
g1699	Cre13.g576500			
g1700	Cre13.g576400			
g1701	Cre13.g576350			
g1702	Cre13.g576300			
g1703	Cre13.g576250			
g1704	Cre13.g576200			
g1710	Cre13.g576150			
g1712	Cre13.g576050			
g1713	Cre13.g576000			
g1715	Cre13.g575950			
g1716	Cre13.g575900			
g1717	Cre13.g575850			
g1718	Cre13.g575800			
g1719	Cre13.g575776			
g1720	Cre13.g575750			
g1721	Cre13.g575701			
g1723	Cre13.g575650			
g1724	Cre13.g575600			
g1725	Cre13.g575550			
g1726	Cre13.g575450			
g1727	Cre13.g575400			
g1728	Cre13.g575333			
g1729	Cre13.g575300			
g1730	Cre13.g575250			
g1731	Cre13.g575200			
g1733	Cre13.g575150			
g1734	Cre13.g575000			
g1735	Cre13.g574900			
g1736	Cre13.g574850			
g1737	Cre13.g574800			
g1738	Cre13.g574750			
g1739	Cre13.g574700			
g1740	Cre13.g574650			
g1741	Cre13.g574600			
g1742	Cre13.g801521			
g1743	Cre13.g574500			
g1744	Cre13.g574400			
g1745	Cre13.g574350			
g1746	Cre13.g574300			
g1748	Cre13.g574250			
g1749	Cre13.g574200			
g1750	Cre13.g574150			
g1751	Cre13.g574100			
g1752	Cre13.g574050			
g1753	Cre13.g574041			
g1754	Cre13.g574000			
g1757	Cre13.g573900			
g1758	Cre13.g573800			
g1759	Cre13.g573750			
g1760	Cre13.g573700			
g1761	Cre13.g573650			
g1764	Cre13.g573550			
g1765	Cre13.g573500			
g1766	Cre13.g573450			
g1767	Cre17.g802152			
g1768	Cre13.g573400			
g1770	Cre13.g573300			
g1771	Cre13.g573250			
g1772	Cre13.g573200			
g1773	Cre13.g573150			
g1774	Cre13.g573100			
g1775	Cre13.g573050			
g1776	Cre13.g573000			
g1777	Cre13.g572950			
g1780	Cre13.g572900			
g1781	Cre13.g572850			
g1782	Cre13.g572800			
g1783	Cre13.g572750			
g1791	Cre13.g572732			
g1792	Cre13.g572700			
g1793	Cre13.g572650			
g1794	Cre13.g572600			
g1795	Cre13.g572550			
g1796	Cre13.g572500			
g1797	Cre13.g572450			
g1798	Cre13.g572375			
g1799	Cre13.g572350			
g1800	Cre13.g572200			
g1801	Cre13.g572150			
g1802	Cre13.g572100			
g1806	Cre13.g572050			
g1807	Cre13.g572000			
g1808	Cre13.g571950			
g1809	Cre13.g571902			
g1810	Cre13.g571850			
g1811	Cre13.g571800			
g1812	Cre13.g571750			
g1813	Cre13.g571700			
g1814	Cre13.g571650			
g1815	Cre13.g571600			
g1816	Cre13.g571560			
g1817	Cre13.g571520			
g1818	Cre13.g571500			
g1819	Cre13.g571450			
g1820	Cre13.g571400			
g1822	Cre13.g571300			
g1823	Cre13.g571251			
g1824	Cre13.g571200			
g1825	Cre13.g571150			
g1826	Cre13.g571050			
g1827	Cre13.g571000			
g1828	Cre13.g570951			
g1829	Cre13.g570900			
g1830	Cre13.g570851			
g1831	Cre01.g800024			
g1832	Cre13.g570700			
g1835	Cre13.g570650			
g1837	Cre13.g570600			
g1839	Cre13.g570450			
g1840	Cre13.g570400			
g1841	Cre13.g570350			
g1842	Cre13.g570300			
g1843	Cre13.g570250			
g1845	Cre13.g570200			
g1846	Cre13.g570150			
g1847	Cre10.g456554			
g1848	Cre13.g569900			
g1849	Cre13.g569850			
g1850	Cre13.g569801			
g1851	Cre13.g569750			
g1852	Cre13.g569700			
g1853	Cre13.g569651			
g1854	Cre13.g569600			
g1855	Cre13.g569550			
g1857	Cre13.g569450			
g1858	Cre13.g569400			
g1859	Cre11.g467685			
g1861	Cre13.g569350			
g1866	Cre13.g569300			
g1868	Cre13.g569250			
g1869	Cre13.g569200			
g1870	Cre13.g568950			
g1871	Cre13.g568900			
g1872	Cre13.g568850			
g1873	Cre13.g568800			
g1875	Cre13.g568750			
g1876	Cre13.g568700			
g1878	Cre13.g568650			
g1879	Cre13.g568600			
g1880	Cre13.g568550			
g1881	Cre13.g568500			
g1882	Cre13.g568450			
g1883	Cre13.g568400			
g1885	Cre13.g568350			
g1886	Cre13.g568300			
g1888	Cre13.g568200			
g1890	Cre13.g568176			
g1891	Cre13.g568150			
g1892	Cre13.g568100			
g1893	Cre13.g568050			
g1894	Cre13.g568025			
g1897	Cre13.g568000			
g1898	Cre13.g567950			
g1899	Cre13.g567901			
g1900	Cre13.g567850			
g1901	Cre13.g567800			
g1902	Cre13.g567750			
g1904	Cre13.g567650			
g1905	Cre17.g715450			
g1906	Cre13.g567600			
g1907	Cre13.g567550			
g1909	Cre13.g567500			
g1910	Cre13.g567450			
g1913	Cre13.g567363			
g1914	Cre13.g567327			
g1915	Cre13.g567300			
g1916	Cre13.g567250			
g1917	Cre13.g567200			
g1918	Cre13.g567150			
g1919	Cre13.g567100			
g1922	Cre13.g566750			
g1923	Cre13.g566800			
g1924	Cre13.g566850			
g1925	Cre13.g566900			
g1926	Cre13.g566700			
g1927	Cre13.g566650			
g1928	Cre13.g566600			
g1929	Cre13.g566550			
g1930	Cre13.g566500			
g1931	Cre13.g566450			
g1932	Cre13.g566400			
g1933	Cre13.g566350			
g1934	Cre13.g566300			
g1935	Cre13.g566250			
g1936	Cre13.g566200			
g1937	Cre13.g566150			
g1938	Cre13.g566050			
g1939	Cre13.g566000			
g1942	Cre17.g733750			
g1944	Cre13.g565900			
g1946	Cre13.g565850			
g1947	Cre13.g565800			
g1948	Cre13.g565750			
g1949	Cre13.g565675			
g1950	Cre13.g565650			
g1951	Cre13.g565600			
g1952	Cre13.g565550			
g1955	Cre13.g565450			
g1956	Cre13.g565260			
g1957	Cre13.g565250			
g1961	Cre13.g565200			
g1962	Cre13.g565150			
g1963	Cre13.g565116			
g1965	Cre13.g565050			
g1966	Cre13.g565000			
g1967	Cre13.g564950			
g1969	Cre13.g564900			
g1970	Cre13.g564850			
g1971	Cre13.g801516			
g1972	Cre13.g564800			
g1973	Cre13.g564766			
g1974	Cre13.g564750			
g1975	Cre13.g564700			
g1977	Cre13.g564650			
g1981	Cre28.g802190			
g1983	Cre13.g564500			
g1987	Cre14.g625600			
g1994	Cre09.g398250			
g1995	Cre14.g625625			
g1996	Cre14.g625750			
g1997	Cre14.g625802			
g1999	Cre14.g625850			
g2000	Cre14.g625901			
g2001	Cre14.g625950			
g2004	Cre14.g626200			
g2005	Cre14.g626250			
g2006	Cre14.g626300			
g2007	Cre14.g626350			
g2008	Cre14.g626400			
g2009	Cre14.g626433			
g2011	Cre14.g626466			
g2012	Cre14.g626500			
g2014	Cre14.g801641			
g2015	Cre14.g626700			
g2016	Cre14.g626750			
g2017	Cre14.g626800			
g2018	Cre14.g626900			
g2019	Cre14.g626950			
g2020	Cre14.g627000			
g2021	Cre14.g627050			
g2023	Cre14.g627150			
g2024	Cre14.g627100			
g2034	Cre01.g007774			
g2035	Cre01.g007811			
g2036	Cre01.g007850			
g2050	Cre06.g248750			
g2051	Cre06.g248800			
g2052	Cre06.g248850			
g2053	Cre06.g249050			
g2054	Cre06.g248950			
g2055	Cre06.g248900			
g2056	Cre06.g249150			
g2058	Cre06.g249250			
g2059	Cre06.g249300			
g2060	Cre06.g249500			
g2067	Cre06.g249650			
g2068	Cre06.g249700			
g2070	Cre06.g249800			
g2072	Cre06.g249850			
g2073	Cre06.g249900			
g2074	Cre06.g249950			
g2075	Cre06.g250100			
g2076	Cre06.g250200			
g2077	Cre06.g250250			
g2078	Cre06.g250300			
g2079	Cre06.g250350			
g2080	Cre06.g250450			
g2081	Cre06.g250500			
g2082	Cre06.g253750			
g2085	Cre06.g250700			
g2086	Cre06.g250750			
g2087	Cre06.g250800			
g2088	Cre06.g250850			
g2089	Cre06.g250902			
g2090	Cre06.g250950			
g2091	Cre06.g251000			
g2092	Cre06.g251050			
g2093	Cre06.g251100			
g2094	Cre06.g251150			
g2099	Cre06.g251200			
g2100	Cre06.g251250			
g2101	Cre06.g251300			
g2102	Cre06.g252050			
g2103	Cre06.g251350			
g2104	Cre06.g251716			
g2105	Cre06.g251650			
g2106	Cre06.g251800			
g2107	Cre06.g800594			
g2108	Cre06.g251500			
g2109	Cre06.g251450			
g2110	Cre06.g251400			
g2111	Cre06.g252200			
g2112	Cre06.g252100			
g2113	Cre06.g252650			
g2114	Cre06.g256550			
g2115	Cre06.g251900			
g2117	Cre06.g252000			
g2118	Cre06.g251951			
g2120	Cre06.g252550			
g2121	Cre06.g252600			
g2122	Cre06.g800601			
g2123	Cre06.g252700			
g2124	Cre06.g252450			
g2125	Cre06.g252401			
g2126	Cre06.g252350			
g2127	Cre06.g252300			
g2128	Cre06.g253200			
g2129	Cre06.g253250			
g2130	Cre06.g253300			
g2131	Cre06.g800599			
g2132	Cre06.g253404			
g2133	Cre06.g253755			
g2134	Cre06.g251750			
g2135	Cre06.g251600			
g2136	Cre06.g252850			
g2137	Cre06.g254100			
g2138	Cre06.g254150			
g2140	Cre06.g254350			
g2141	Cre06.g254400			
g2142	Cre06.g254450			
g2143	Cre06.g254500			
g2144	Cre06.g254600			
g2145	Cre06.g254650			
g2146	Cre06.g254700			
g2147	Cre06.g254800			
g2148	Cre06.g254850			
g2149	Cre06.g800603			
g2150	Cre06.g255050			
g2151	Cre06.g255100			
g2153	Cre06.g255200			
g2154	Cre06.g255250			
g2155	Cre06.g255300			
g2156	Cre06.g255350			
g2157	Cre06.g255400			
g2158	Cre06.g255450			
g2159	Cre06.g255500			
g2160	Cre06.g255550			
g2161	Cre06.g255600			
g2165	Cre06.g800606			
g2166	Cre06.g255900			
g2167	Cre06.g255950			
g2168	Cre06.g256000			
g2169	Cre06.g256050			
g2170	Cre06.g256200			
g2171	Cre06.g256250			
g2172	Cre06.g256300			
g2174	Cre06.g256350			
g2176	Cre06.g256400			
g2177	Cre06.g256420			
g2178	Cre06.g256450			
g2179	Cre06.g256500			
g2182	Cre06.g256600			
g2184	Cre06.g256700			
g2186	Cre06.g256750			
g2187	Cre06.g257000			
g2188	Cre06.g800615			
g2189	Cre06.g800616			
g2190	Cre06.g257150			
g2191	Cre06.g257200			
g2192	Cre06.g257250			
g2193	Cre06.g257300			
g2194	Cre06.g257351			
g2195	Cre06.g257400			
g2196	Cre06.g257450			
g2198	Cre06.g257500			
g2199	Cre06.g257550			
g2200	Cre06.g257600			
g2201	Cre06.g257650			
g2202	Cre06.g257601			
g2203	Cre06.g257700			
g2204	Cre06.g257800			
g2205	Cre06.g257850			
g2206	Cre06.g257900			
g2207	Cre06.g257950			
g2208	Cre06.g258000			
g2209	Cre06.g258100			
g2210	Cre06.g258150			
g2211	Cre06.g258200			
g2212	Cre06.g258226			
g2213	Cre06.g258250			
g2214	Cre06.g258300			
g2215	Cre06.g258350			
g2216	Cre06.g258363			
g2217	Cre06.g258400			
g2218	Cre06.g258450			
g2219	Cre06.g258500			
g2220	Cre06.g258550			
g2222	Cre06.g258600			
g2223	Cre06.g258650			
g2224	Cre06.g258700			
g2225	Cre06.g258733			
g2226	Cre06.g258800			
g2227	Cre06.g258850			
g2228	Cre06.g258950			
g2229	Cre06.g259000			
g2230	Cre06.g259050			
g2231	Cre06.g259100			
g2232	Cre06.g259150			
g2233	Cre06.g259200			
g2236	Cre06.g259350			
g2237	Cre06.g259401			
g2238	Cre06.g259450			
g2239	Cre06.g800619			
g2245	Cre06.g300933			
g2247	Cre05.g231050			
g2249	Cre05.g230900			
g2250	Cre05.g230850			
g2251	Cre05.g800568			
g2252	Cre05.g230650			
g2253	Cre05.g230600			
g2254	Cre24.g755347			
g2255	Cre24.g755297			
g2256	Cre24.g755197			
g2257	Cre24.g755097			
g2258	Cre05.g241450			
g2259	Cre05.g241400			
g2260	Cre05.g241350			
g2261	Cre05.g241300			
g2262	Cre05.g241250			
g2263	Cre05.g241202			
g2264	Cre05.g241150			
g2265	Cre05.g241100			
g2267	Cre05.g241000			
g2269	Cre05.g240900			
g2270	Cre07.g800817			
g2271	Cre05.g240850			
g2272	Cre05.g240800			
g2274	Cre05.g240700			
g2275	Cre05.g240650			
g2276	Cre05.g240600			
g2277	Cre05.g240550			
g2278	Cre05.g240500			
g2279	Cre05.g240400			
g2281	Cre05.g240350			
g2282	Cre36.g759747			
g2283	Cre36.g759697			
g2284	Cre36.g759647			
g2287	Cre05.g240200			
g2288	Cre05.g240150			
g2289	Cre05.g800563			
g2292	Cre12.g541950			
g2297	Cre05.g240050			
g2299	Cre05.g240000			
g2300	Cre05.g239978			
g2304	Cre05.g245700			
g2305	Cre05.g239900			
g2306	Cre05.g239850			
g2307	Cre05.g239800			
g2308	Cre05.g239750			
g2309	Cre05.g239700			
g2310	Cre05.g239650			
g2311	Cre05.g239600			
g2314	Cre05.g239550			
g2315	Cre05.g239500			
g2316	Cre05.g239450			
g2320	Cre05.g239300			
g2321	Cre05.g239250			
g2322	Cre05.g239200			
g2323	Cre05.g239151			
g2324	Cre05.g239100			
g2325	Cre05.g239050			
g2326	Cre05.g239000			
g2327	Cre05.g238950			
g2329	Cre05.g238900			
g2330	Cre05.g238850			
g2331	Cre05.g238800			
g2334	Cre05.g238687			
g2335	Cre05.g238650			
g2336	Cre04.g217850			
g2340	Cre04.g217900			
g2341	Cre04.g217950			
g2342	Cre04.g218000			
g2343	Cre04.g218050			
g2344	Cre04.g218100			
g2345	Cre04.g218150			
g2346	Cre04.g218250			
g2347	Cre04.g218300			
g2348	Cre04.g218400			
g2349	Cre04.g218450			
g2352	Cre04.g218500			
g2353	Cre04.g218526			
g2356	Cre04.g218600			
g2358	Cre04.g218650			
g2359	Cre04.g218700			
g2360	Cre04.g218750			
g2361	Cre04.g218800			
g2362	Cre04.g218850			
g2364	Cre04.g218900			
g2366	Cre04.g218950			
g2367	Cre04.g800465			
g2368	Cre04.g219100			
g2369	Cre04.g219150			
g2371	Cre04.g219200			
g2372	Cre04.g219250			
g2373	Cre04.g219300			
g2374	Cre04.g219350			
g2375	Cre04.g219400			
g2377	Cre04.g219450			
g2378	Cre04.g219500			
g2382	Cre04.g219550			
g2383	Cre04.g219600			
g2388	Cre04.g219700			
g2390	Cre04.g219725			
g2391	Cre04.g219750			
g2392	Cre04.g219787			
g2405	Cre11.g483400			
g2406	Cre11.g483351			
g2407	Cre11.g483250			
g2410	Cre11.g483200			
g2411	Cre11.g483150			
g2412	Cre11.g483000			
g2413	Cre11.g482952			
g2415	Cre11.g482850			
g2416	Cre11.g482841			
g2417	Cre11.g482800			
g2418	Cre11.g482750			
g2419	Cre11.g482700			
g2421	Cre11.g482650			
g2422	Cre11.g482626			
g2424	Cre11.g482400			
g2426	Cre11.g482550			
g2428	Cre11.g482483			
g2430	Cre11.g482450			
g2431	Cre11.g482300			
g2435	Cre11.g482200			
g2436	Cre11.g482150			
g2437	Cre11.g482101			
g2438	Cre11.g482050			
g2440	Cre11.g482001			
g2443	Cre11.g481900			
g2444	Cre11.g481866			
g2448	Cre11.g481800			
g2451	Cre11.g481700			
g2452	Cre11.g481650			
g2453	Cre11.g481600			
g2455	Cre11.g481550			
g2456	Cre11.g481500			
g2457	Cre11.g481450			
g2458	Cre11.g481400			
g2461	Cre11.g481250			
g2462	Cre11.g481200			
g2463	Cre11.g481150			
g2464	Cre11.g481126			
g2466	Cre11.g481115			
g2467	Cre11.g481104			
g2468	Cre11.g481093			
g2469	Cre11.g481000			
g2471	Cre11.g480950			
g2473	Cre11.g480851			
g2474	Cre11.g480800			
g2475	Cre11.g480750			
g2476	Cre11.g480700			
g2477	Cre11.g480650			
g2478	Cre11.g480600			
g2479	Cre11.g480551			
g2480	Cre11.g480451			
g2482	Cre11.g480350			
g2483	Cre11.g480300			
g2484	Cre11.g480250			
g2487	Cre11.g480200			
g2488	Cre11.g480150			
g2489	Cre11.g480060			
g2490	Cre11.g480000			
g2491	Cre11.g479950			
g2492	Cre11.g479900			
g2493	Cre11.g479850			
g2494	Cre11.g479800			
g2497	Cre11.g479750			
g2501	Cre11.g479700			
g2502	Cre11.g479650			
g2503	Cre11.g479600			
g2505	Cre11.g479550			
g2506	Cre11.g479500			
g2507	Cre11.g479450			
g2509	Cre11.g479383			
g2510	Cre11.g479350			
g2511	Cre11.g479300			
g2512	Cre11.g479250			
g2515	Cre03.g199311			
g2516	Cre03.g199423			
g2517	Cre03.g199535			
g2519	Cre03.g199647			
g2520	Cre03.g199759			
g2521	Cre03.g199871			
g2522	Cre03.g199983			
g2523	Cre03.g200095			
g2524	Cre03.g200207			
g2526	Cre03.g200319			
g2527	Cre03.g200431			
g2528	Cre03.g200543			
g2529	Cre03.g800415			
g2530	Cre03.g200655			
g2531	Cre03.g200767			
g2532	Cre03.g200879			
g2533	Cre03.g200991			
g2534	Cre03.g201215			
g2535	Cre03.g201327			
g2536	Cre03.g201439			
g2537	Cre03.g201552			
g2541	Cre03.g201664			
g2542	Cre03.g201776			
g2543	Cre03.g202001			
g2544	Cre03.g202113			
g2547	Cre03.g202337			
g2548	Cre03.g202449			
g2549	Cre03.g202561			
g2550	Cre03.g202897			
g2551	Cre03.g203009			
g2552	Cre03.g203121			
g2553	Cre03.g203233			
g2554	Cre03.g203345			
g2555	Cre03.g203457			
g2556	Cre03.g203569			
g2557	Cre03.g800414			
g2558	Cre03.g800413			
g2559	Cre03.g203793			
g2560	Cre03.g204017			
g2561	Cre14.g623900			
g2565	Cre03.g800412			
g2567	Cre03.g204465			
g2568	Cre03.g204577			
g2569	Cre03.g204689			
g2570	Cre03.g204801			
g2571	Cre03.g204913			
g2572	Cre03.g205025			
g2573	Cre03.g205137			
g2574	Cre03.g205249			
g2575	Cre03.g205361			
g2576	Cre03.g205473			
g2577	Cre03.g205585			
g2578	Cre03.g205697			
g2579	Cre03.g205809			
g2580	Cre03.g800411			
g2584	Cre03.g206481			
g2585	Cre03.g206593			
g2586	Cre03.g206705			
g2587	Cre03.g206817			
g2588	Cre03.g206929			
g2589	Cre03.g207041			
g2590	Cre03.g207153			
g2592	Cre03.g207601			
g2593	Cre03.g207713			
g2594	Cre03.g207825			
g2596	Cre03.g208049			
g2597	Cre03.g208721			
g2598	Cre03.g208833			
g2600	Cre03.g209505			
g2602	Cre03.g209841			
g2605	Cre03.g210065			
g2606	Cre03.g210177			
g2607	Cre03.g210289			
g2608	Cre03.g210401			
g2609	Cre03.g210513			
g2610	Cre03.g210625			
g2611	Cre03.g210849			
g2612	Cre03.g210961			
g2613	Cre03.g211073			
g2614	Cre03.g211185			
g2616	Cre03.g211297			
g2617	Cre03.g211409			
g2618	Cre03.g211521			
g2619	Cre03.g800400			
g2620	Cre03.g211745			
g2621	Cre03.g211857			
g2622	Cre03.g211969			
g2623	Cre03.g212081			
g2624	Cre03.g212305			
g2625	Cre03.g212417			
g2626	Cre03.g212641			
g2627	Cre03.g212753			
g2628	Cre03.g212865			
g2631	Cre03.g213089			
g2632	Cre03.g213201			
g2633	Cre03.g213313			
g2634	Cre03.g213425			
g2635	Cre03.g213537			
g2636	Cre03.g800399			
g2639	Cre03.g198750			
g2640	Cre03.g198800			
g2643	Cre03.g198850			
g2644	Cre03.g800397			
g2647	Cre03.g198950			
g2648	Cre03.g199000			
g2649	Cre03.g199050			
g2650	Cre03.g199090			
g2651	Cre03.g199100			
g2652	Cre03.g199150			
g2653	Cre03.g199200			
g2654	Cre03.g199250			
g2656	Cre03.g199300			
g2658	Cre03.g199400			
g2659	Cre03.g199450			
g2660	Cre03.g199500			
g2661	Cre03.g199550			
g2662	Cre03.g199600			
g2663	Cre03.g199650			
g2664	Cre03.g199700			
g2665	Cre03.g199750			
g2666	Cre03.g199800			
g2668	Cre03.g199900			
g2669	Cre03.g199950			
g2670	Cre03.g200000			
g2671	Cre03.g200050			
g2672	Cre03.g200100			
g2673	Cre03.g200150			
g2675	Cre03.g200250			
g2676	Cre03.g200351			
g2677	Cre03.g200200			
g2678	Cre03.g200350			
g2682	Cre03.g200400			
g2684	Cre03.g200500			
g2685	Cre03.g200550			
g2686	Cre03.g200600			
g2687	Cre03.g200650			
g2688	Cre03.g200700			
g2689	Cre03.g200750			
g2692	Cre03.g200800			
g2693	Cre03.g200850			
g2694	Cre03.g200900			
g2695	Cre03.g201000			
g2697	Cre03.g201050			
g2698	Cre03.g201100			
g2699	Cre03.g201150			
g2700	Cre03.g201200			
g2701	Cre03.g201250			
g2702	Cre03.g201300			
g2703	Cre03.g201332			
g2704	Cre03.g201350			
g2705	Cre03.g201400			
g2706	Cre03.g201450			
g2707	Cre03.g201500			
g2709	Cre03.g201550			
g2710	Cre03.g201600			
