	CREN	CINC	CSCH	JG05	MALA
421	Cre01.g021400	g6386	g5042	JG24_g19467	Mal24_g4460
422	Cre01.g021400	g6386	g5042	JG24_g1993	Mal24_g4460
423	Cre01.g021450	g6387	g3317	JG24_g1992	Mal24_g4459
424	Cre01.g021450	g6387	g3317	JG24_g1992	Mal24_g4459
425	Cre01.g021450	g6387	g3317	JG24_g1992	Mal24_g4459
426	Cre01.g021450	g6387	g3317	JG24_g1992	Mal24_g4459
427	Cre01.g021500	g6388	g3318	JG24_g1991	Mal24_g4458
428	Cre01.g021600	g6390	g3319	JG24_g1990	Mal24_g4457
429	Cre01.g021650	g6391	g3320	JG24_g1989	Mal24_g4456
430	Cre01.g021700	g6392	g3321	JG24_g1988	Mal24_g4455
431	Cre01.g021750	g6393	g3322	JG24_g1987	Mal24_g4454
432	Cre01.g021800				Mal24_g4453
433	Cre01.g021850	g6395	g3323	JG24_g1986	Mal24_g4452
434	Cre01.g021900	g6396	g3324		Mal24_g4451
435	Cre01.g021950	g6398	g3325	JG24_g1983	Mal24_g4450
436	Cre01.g022000		g6330	JG24_g1982	Mal24_g4449
437	Cre01.g022050		g6329	JG24_g1981	Mal24_g4448
438	Cre01.g022100	g6400	g6328	JG24_g1979	Mal24_g4447
439	Cre01.g022150	g6401	g6327	JG24_g1978	Mal24_g4446
440	Cre01.g022200	g6402		JG24_g1977	Mal24_g4445
441	Cre01.g022250	g6403	g6325	JG24_g1976	Mal24_g4444
442	Cre01.g022283	g10263		JG24_g1975	
443	Cre01.g022350	g6405	g6322	JG24_g1973	Mal24_g4442
444	Cre01.g022400			JG24_g1972	Mal24_g4441
445	Cre01.g022450			JG24_g10460	
446	Cre01.g022462	g3168			
447	Cre01.g022500	g6407	g6320	JG24_g1969	Mal24_g4439
448	Cre01.g022550	g6411	g6319	JG24_g1968	Mal24_g4438
449	Cre01.g022600	g6412	g6318	JG24_g1967	Mal24_g4437
450	Cre01.g022650	g6413	g6317	JG24_g1966	Mal24_g4436
451	Cre01.g022700		g8850		
452	Cre01.g022750	g6416	g6313	JG24_g1962	Mal24_g4432
453	Cre01.g022800		g6312	JG24_g1961	Mal24_g4431
454	Cre01.g022850	g6417	g6311	JG24_g1960	Mal24_g4430
455	Cre01.g022950	g6419	g6308		
456	Cre01.g023000	g6421	g6307	JG24_g1957	Mal24_g4428
457	Cre01.g023050	g6422	g6306	JG24_g1956	Mal24_g4427
458	Cre01.g023100	g6423	g6305		
459	Cre01.g023150	g6424	g6304	JG24_g1954	Mal24_g4425
460	Cre01.g023200	g6425	g6303	JG24_g1953	Mal24_g4424
461	Cre01.g023250	g6426	g4601	JG24_g1952	Mal24_g7289
462	Cre01.g023300	g6431	g6301	JG24_g1951	Mal24_g4422
463	Cre01.g023350	g6432	g6299	JG24_g1943	Mal24_g4421
464	Cre01.g023400	g6433	g6298	JG24_g1942	Mal24_g4420
465	Cre01.g023450	g6434	g6283	JG24_g1939	Mal24_g4418
466	Cre01.g023450	g6435	g6283	JG24_g1939	Mal24_g4418
467	Cre01.g023500	g6436			
468	Cre01.g023550	g6437	g6296	JG24_g1937	Mal24_g4416
469	Cre01.g023600	g6438	g6295	JG24_g1936	Mal24_g4415
470	Cre01.g023650	g6445	g6292		
471	Cre01.g023750	g6446	g6289	JG24_g1927	Mal24_g4410
472	Cre01.g023773	g6447	g6288	JG24_g1926	Mal24_g4409
473	Cre01.g023787	g6451	g6287	JG24_g1925	Mal24_g4408
474	Cre01.g023800	g6452			Mal24_g4407
475	Cre01.g023850	g6453	g6285	JG24_g1923	Mal24_g4406
476	Cre01.g023950	g6454	g6284	JG24_g1922	Mal24_g4405
477	Cre01.g024050	g6457		JG24_g1918	Mal24_g4402
478	Cre01.g024100	g6458	g6280	JG24_g1917	Mal24_g4401
479	Cre01.g024150		g6279	JG24_g1916	Mal24_g4400
480	Cre01.g024200	g6460	g6278	JG24_g1915	Mal24_g4399
481	Cre01.g024250	g6461	g6277		Mal24_g4398
482	Cre01.g024251		g6276		Mal24_g4397
483	Cre01.g024300	g6463	g6275	JG24_g1913	Mal24_g4396
484	Cre01.g024350	g6464	g6274	JG24_g1912	Mal24_g4395
485	Cre01.g024400	g6465	g6273	JG24_g1911	Mal24_g4394
486	Cre01.g024500	g6467	g6272		Mal24_g4392
487	Cre01.g024550	g6468	g6271	JG24_g1907	Mal24_g4391
488	Cre01.g024650	g6469	g6270	JG24_g1906	Mal24_g4390
489	Cre01.g024750	g6470	g6269	JG24_g1905	Mal24_g4389
490	Cre01.g024750	g6470	g6269	JG24_g1905	Mal24_g6660
491	Cre01.g024750	g6471	g6269	JG24_g1905	Mal24_g4389
492	Cre01.g024750	g6471	g6269	JG24_g1905	Mal24_g6660
493	Cre01.g024800	g6456	g6268	JG24_g1904	Mal24_g4388
494	Cre01.g024850		g6266	JG24_g1903	Mal24_g4387
495	Cre01.g024900	g6476	g6265	JG24_g1902	
496	Cre01.g024950	g6477	g6264	JG24_g1901	Mal24_g4385
497	Cre01.g025000		g6263		Mal24_g4384
498	Cre01.g025025		g15610	JG24_g2216	
499	Cre01.g025050		g6262		Mal24_g4383
500	Cre01.g025100	g6480	g6261	JG24_g1899	Mal24_g4382
501	Cre01.g025150	g6481	g6260	JG24_g1898	Mal24_g4381
502	Cre01.g025200	g6483	g6259	JG24_g1896	Mal24_g4378
503	Cre01.g025250	g6484	g6258	JG24_g1895	Mal24_g4377
504	Cre01.g025300	g6485	g6257	JG24_g1894	Mal24_g4376
505	Cre01.g025350	g6486		JG24_g1893	Mal24_g4373
506	Cre01.g025350	g6486		JG24_g1893	Mal24_g4374
507	Cre01.g025400	g6487	g6255	JG24_g1892	Mal24_g4372
508	Cre01.g025450	g6488	g6254	JG24_g1891	Mal24_g4371
509	Cre01.g025500	g6489	g6253	JG24_g1890	Mal24_g4370
510	Cre01.g025551	g6490	g6252	JG24_g1888	Mal24_g4369
511	Cre01.g025600	g6491	g6251	JG24_g1887	Mal24_g4368
512	Cre01.g025650	g6492		JG24_g1886	Mal24_g4367
513	Cre01.g025700	g6493	g6250	JG24_g1885	Mal24_g4366
514	Cre01.g025750		g1016	JG24_g13911	Mal24_g4365
515	Cre01.g025767	g6494	g6249	JG24_g1884	Mal24_g4363
516	Cre01.g025808	g6495	g6248		Mal24_g4362
517	Cre01.g025900	g6497	g6246	JG24_g1881	Mal24_g4360
518	Cre01.g025950	g6498	g6245	JG24_g1880	
519	Cre01.g025983	g6499	g6244	JG24_g1879	Mal24_g4358
520	Cre01.g026050	g6500		JG24_g1878	Mal24_g4357
521	Cre01.g026100		g6242	JG24_g1877	Mal24_g4356
522	Cre01.g026150	g6501	g6241	JG24_g1876	Mal24_g4355
523	Cre01.g026200			JG24_g1874	Mal24_g4354
524	Cre01.g026250	g6505	g6239	JG24_g1873	Mal24_g4353
525	Cre01.g026300	g6506	g6238	JG24_g1872	
526	Cre01.g026350	g6507	g6237	JG24_g1871	
527	Cre01.g026400	g6508	g6236	JG24_g1869	Mal24_g4351
528	Cre01.g026450	g6509	g6235	JG24_g1868	Mal24_g4350
529	Cre01.g026500	g6510	g6234		Mal24_g4349
530	Cre01.g026550	g6511	g6233		Mal24_g4348
531	Cre01.g026600	g6512	g6232	JG24_g1866	Mal24_g4347
532	Cre01.g026650	g6513	g6231	JG24_g1865	Mal24_g4346
533	Cre01.g026700				Mal24_g4345
534	Cre01.g026750		g6228	JG24_g1861	Mal24_g4343
535	Cre01.g026900	g6516	g6227	JG24_g1860	Mal24_g4341
536	Cre01.g027000	g6518	g6225	JG24_g1857	Mal24_g4339
537	Cre01.g027050	g6519	g6224	JG24_g1856	Mal24_g16130
538	Cre01.g027050	g6519	g6224	JG24_g1856	Mal24_g4337
539	Cre01.g027100	g6520	g6223	JG24_g1855	Mal24_g4336
540	Cre01.g027150	g6521	g6222	JG24_g1854	Mal24_g4335
541	Cre01.g027200	g6522	g6219	JG24_g1853	Mal24_g4333
542	Cre01.g027250	g6523	g6218	JG24_g1852	Mal24_g4332
543	Cre01.g027300	g6524	g6217		
544	Cre01.g027350	g6526	g6215	JG24_g1850	Mal24_g4331
545	Cre01.g027400	g6527	g6214	JG24_g1849	Mal24_g4330
546	Cre01.g027450	g6528	g6213	JG24_g1848	Mal24_g4329
547	Cre01.g027500	g6529	g6212	JG24_g1847	Mal24_g4328
548	Cre01.g027550	g6530		JG24_g1846	Mal24_g4327
549	Cre01.g027600	g6531		JG24_g1845	Mal24_g4324
550	Cre01.g027650	g6532	g6209	JG24_g1844	
551	Cre01.g027700	g6533	g6208	JG24_g1843	Mal24_g4322
552	Cre01.g027750	g6534	g6205	JG24_g1841	Mal24_g11992
553	Cre01.g027764	g6535	g6204	JG24_g1839	Mal24_g4320
554	Cre01.g027800	g6536	g6203	JG24_g1838	Mal24_g4319
555	Cre01.g027850	g6537	g6202	JG24_g1837	Mal24_g4318
556	Cre01.g027900	g6538	g6201	JG24_g1836	Mal24_g4317
557	Cre01.g027950	g6539	g6200	JG24_g1835	Mal24_g4316
558	Cre01.g028000	g6540	g6199	JG24_g1834	Mal24_g4315
559	Cre01.g028050	g6541	g6197	JG24_g1833	Mal24_g4313
560	Cre01.g028101	g6542	g6196	JG24_g1832	Mal24_g4312
561	Cre01.g028150	g6543	g6195	JG24_g1831	Mal24_g4311
562	Cre01.g028200	g6544	g6194	JG24_g1830	Mal24_g4310
563	Cre01.g028200	g6544	g6194	JG24_g1830	Mal24_g4310
564	Cre01.g028250	g6547	g6193	JG24_g1829	Mal24_g4309
565	Cre01.g028300	g6548	g6192	JG24_g1827	Mal24_g4308
566	Cre01.g028350	g6549	g6191	JG24_g1826	Mal24_g4307
567	Cre01.g028400		g4343		
568	Cre01.g028400		g4345		
569	Cre01.g028423	g6550	g6190	JG24_g1825	Mal24_g4306
570	Cre01.g028423	g6553	g6190	JG24_g1825	Mal24_g4306
571	Cre01.g028450	g6555	g6189	JG24_g1824	Mal24_g4305
572	Cre01.g028500	g6556		JG24_g1823	Mal24_g4304
573	Cre01.g028550	g6557	g6185	JG24_g1822	Mal24_g4303
574	Cre01.g028600	g6558	g6184	JG24_g1821	Mal24_g4302
575	Cre01.g028650	g14472		JG24_g12088	
576	Cre01.g028850	g6559	g6183	JG24_g1820	Mal24_g4301
577	Cre01.g028900	g6560	g6182		Mal24_g4300
578	Cre01.g028950	g6561	g6181	JG24_g1818	Mal24_g4299
579	Cre01.g029000	g6562	g6180	JG24_g1817	Mal24_g4298
580	Cre01.g029050	g6563	g6179	JG24_g1815	Mal24_g4296
581	Cre01.g029100	g6564	g6178	JG24_g1814	Mal24_g4295
582	Cre01.g029150	g6565	g6177	JG24_g1813	Mal24_g4294
583	Cre01.g029200	g6566	g6176	JG24_g1812	Mal24_g4293
584	Cre01.g029250	g6567	g6175	JG24_g1811	Mal24_g4292
585	Cre01.g029300	g6568	g6174	JG24_g1810	Mal24_g4291
586	Cre01.g029350	g6569	g6173	JG24_g1809	Mal24_g4290
587	Cre01.g029400	g6570	g6172	JG24_g1808	Mal24_g4289
588	Cre01.g029450	g6571	g6171	JG24_g1807	Mal24_g4288
589	Cre01.g029500	g6573	g6170	JG24_g1806	Mal24_g4287
590	Cre01.g029550	g6574	g6169	JG24_g1805	Mal24_g4286
591	Cre01.g029600	g6575	g6168	JG24_g1804	Mal24_g4285
592	Cre01.g029650	g6576	g6167	JG24_g1803	Mal24_g4284
593	Cre01.g029700	g6577	g6166	JG24_g1802	Mal24_g7035
594	Cre01.g029750	g6578	g6165	JG24_g1801	Mal24_g4282
595	Cre01.g029800	g6579	g6164	JG24_g1800	Mal24_g4281
596	Cre01.g029850	g6580	g6163	JG24_g1799	Mal24_g4280
597	Cre01.g029900	g6581	g6162	JG24_g1798	Mal24_g4279
598	Cre01.g029950	g6582	g6161	JG24_g1797	Mal24_g4278
599	Cre01.g030000		g6160	JG24_g1796	
600	Cre01.g030050	g6584	g6159	JG24_g1795	Mal24_g4276
601	Cre01.g030150	g6586	g6158	JG24_g1794	Mal24_g4274
602	Cre01.g030200	g6587	g6157	JG24_g1793	Mal24_g4273
603	Cre01.g030250	g6588	g6156	JG24_g1792	Mal24_g4272
604	Cre01.g030300	g6589	g6155	JG24_g1791	Mal24_g4271
605	Cre01.g030350	g6590	g6154	JG24_g1790	Mal24_g4269
606	Cre01.g030400	g6591	g6153	JG24_g1789	Mal24_g4268
607	Cre01.g030450	g6592	g6152	JG24_g1788	Mal24_g4267
608	Cre01.g030500	g6593	g6151	JG24_g1787	Mal24_g4266
609	Cre01.g030550	g6594	g6150	JG24_g1786	Mal24_g4264
610	Cre01.g030600	g6595	g6149	JG24_g1785	Mal24_g16694
611	Cre01.g030600	g6595	g6149	JG24_g1785	Mal24_g4263
612	Cre01.g030600	g6595	g6149	JG24_g1785	Mal24_g56
613	Cre01.g030600	g6595	g6149	JG24_g6109	Mal24_g16694
614	Cre01.g030600	g6595	g6149	JG24_g6109	Mal24_g4263
615	Cre01.g030600	g6595	g6149	JG24_g6109	Mal24_g56
616	Cre01.g030600	g11572	g6149	JG24_g1785	Mal24_g16694
617	Cre01.g030600	g11572	g6149	JG24_g1785	Mal24_g4263
618	Cre01.g030600	g11572	g6149	JG24_g1785	Mal24_g56
619	Cre01.g030600	g11572	g6149	JG24_g6109	Mal24_g16694
620	Cre01.g030600	g11572	g6149	JG24_g6109	Mal24_g4263
621	Cre01.g030600	g11572	g6149	JG24_g6109	Mal24_g56
622	Cre01.g030650	g6596		JG24_g1784	Mal24_g4262
623	Cre01.g030700	g6597	g6147	JG24_g1783	Mal24_g4261
624	Cre01.g030750	g6598	g6146	JG24_g1782	Mal24_g4260
625	Cre01.g030800	g6599	g6145	JG24_g1781	Mal24_g4259
626	Cre01.g030850	g6600	g6144	JG24_g1780	
627	Cre01.g030900	g6603	g6141		
628	Cre01.g030950	g6604	g6140	JG24_g1777	Mal24_g4256
629	Cre01.g030986			JG24_g17489	
630	Cre01.g031004	g6605	g6139	JG24_g1776	Mal24_g4255
631	Cre01.g031050	g6606	g6138	JG24_g1775	Mal24_g4254
632	Cre01.g031100		g6137	JG24_g1774	Mal24_g4253
633	Cre01.g031200	g6608	g6136	JG24_g1773	Mal24_g4252
634	Cre01.g031250	g6609	g6135	JG24_g1772	Mal24_g4251
635	Cre01.g031300	g6610	g6134		Mal24_g4250
636	Cre01.g031400			JG24_g1767	
637	Cre01.g031450	g6614	g6132	JG24_g1766	Mal24_g4247
638	Cre01.g031500	g6615	g6131	JG24_g1765	Mal24_g4246
639	Cre01.g031550	g6616	g6130	JG24_g1763	Mal24_g4245
640	Cre01.g031600	g6617	g6129	JG24_g1762	Mal24_g4244
641	Cre01.g031650	g6618	g6128	JG24_g1761	Mal24_g4243
642	Cre01.g031700		g5444		
643	Cre01.g031750	g6619	g6127	JG24_g1760	Mal24_g4242
644	Cre01.g031800		g6126	JG24_g1759	Mal24_g4241
645	Cre01.g031850			JG24_g1757	
646	Cre01.g031875			JG24_g17182	
647	Cre01.g031900	g6626	g6123	JG24_g1756	Mal24_g4237
648	Cre01.g031951	g6627			Mal24_g4236
649	Cre01.g032000	g6628	g6121	JG24_g1753	Mal24_g4235
650	Cre01.g032050	g6629	g6120	JG24_g1752	Mal24_g4234
651	Cre01.g032100	g6630	g6119	JG24_g1751	Mal24_g4233
652	Cre01.g032150	g6631	g6118	JG24_g1750	Mal24_g4232
653	Cre01.g032200	g6633	g6116	JG24_g1748	Mal24_g4230
654	Cre01.g032250	g6634	g6115	JG24_g1747	Mal24_g4229
655	Cre01.g032300	g6635	g6114	JG24_g1746	Mal24_g4228
656	Cre01.g032350	g6636	g6113	JG24_g1745	Mal24_g4227
657	Cre01.g032400	g6637	g6112	JG24_g1744	Mal24_g4226
658	Cre01.g032450	g6638	g6111	JG24_g1743	Mal24_g4225
659	Cre01.g032500	g6639	g6110	JG24_g1742	Mal24_g4224
660	Cre01.g032550	g6641	g6108	JG24_g1741	Mal24_g4222
661	Cre01.g032600	g6642	g6107	JG24_g1740	Mal24_g4221
662	Cre01.g032650	g6643	g6106	JG24_g1739	Mal24_g4220
663	Cre01.g032700	g6644	g6105	JG24_g1738	Mal24_g4219
664	Cre01.g032750	g6645	g6104	JG24_g12427	Mal24_g4218
665	Cre01.g032750	g6645	g6104	JG24_g1737	Mal24_g4218
666	Cre01.g032800	g6646	g6103	JG24_g1736	Mal24_g4217
667	Cre01.g032850	g6647	g6098	JG24_g1735	Mal24_g4212
668	Cre01.g032900	g3189	g11624		Mal24_g15070
669	Cre01.g032950	g9991			Mal24_g2111
670	Cre01.g033000	g6648	g6099	JG24_g1734	Mal24_g4213
671	Cre01.g033091	g6650	g6101	JG24_g1732	Mal24_g4215
672	Cre01.g033150	g6651	g6102	JG24_g1731	Mal24_g4216
673	Cre01.g033200	g6652	g6097	JG24_g1730	Mal24_g4209
674	Cre01.g033250	g6653	g6096	JG24_g1729	Mal24_g4208
675	Cre01.g033300	g6654	g6095	JG24_g1728	Mal24_g4207
676	Cre01.g033350	g6655	g6094	JG24_g1727	Mal24_g4206
677	Cre01.g033400	g6656	g6093	JG24_g1726	Mal24_g4205
678	Cre01.g033450			JG24_g1725	
679	Cre01.g033500	g6657			
680	Cre01.g033516			JG24_g1724	Mal24_g4202
681	Cre01.g033550	g6662	g4181	JG24_g1720	Mal24_g4198
682	Cre01.g033700	g6660	g6091	JG24_g1722	Mal24_g4200
683	Cre01.g033750	g6659		JG24_g1723	
684	Cre01.g033832	g6663	g4180	JG24_g1719	Mal24_g4196
685	Cre01.g033900			JG24_g1718	Mal24_g4195
686	Cre01.g033950	g6665	g4177	JG24_g1717	Mal24_g4194
687	Cre01.g034000	g6666	g4176	JG24_g1716	Mal24_g4193
688	Cre01.g034050	g6667	g4175	JG24_g1715	Mal24_g4192
689	Cre01.g034100	g6668	g4174	JG24_g1714	Mal24_g4191
690	Cre01.g034150	g6669	g4173	JG24_g1713	Mal24_g4190
691	Cre01.g034200	g6670	g4172	JG24_g1712	
692	Cre01.g034250			JG24_g1711	Mal24_g4189
693	Cre01.g034300	g6671	g4170	JG24_g1710	Mal24_g4188
694	Cre01.g034350	g6672	g4169		Mal24_g4187
695	Cre01.g034380	g6673	g4168		Mal24_g4186
696	Cre01.g034400	g6674	g4167	JG24_g1708	Mal24_g4185
697	Cre01.g034451	g6675	g4166	JG24_g1707	Mal24_g4184
698	Cre01.g034500	g6677	g4163	JG24_g1706	Mal24_g4182
699	Cre01.g034550	g6678	g4162	JG24_g1705	Mal24_g4181
700	Cre01.g034600	g6679	g4161	JG24_g1704	Mal24_g4180
701	Cre01.g034650	g6681	g4160	JG24_g1703	Mal24_g4179
702	Cre01.g034700		g4159	JG24_g1702	
703	Cre01.g034750		g4158	JG24_g1701	
704	Cre01.g034800	g6683	g4157	JG24_g1699	Mal24_g4177
705	Cre01.g034850	g6684	g4156	JG24_g1698	Mal24_g4176
706	Cre01.g034900	g6685	g4155	JG24_g1696	Mal24_g4175
707	Cre01.g034950	g6686	g4154	JG24_g1695	Mal24_g4174
708	Cre01.g035000	g6687	g4153	JG24_g1694	Mal24_g4173
709	Cre01.g035100	g6688	g4152	JG24_g1693	Mal24_g4172
710	Cre01.g035150	g6689	g4151	JG24_g1692	Mal24_g4171
711	Cre01.g035150	g6689	g4151	JG24_g1692	Mal24_g9900
712	Cre01.g035200	g6690	g4150	JG24_g1691	Mal24_g4170
713	Cre01.g035250	g6691	g4149	JG24_g1690	Mal24_g4169
714	Cre01.g035300		g4148	JG24_g1689	Mal24_g4168
715	Cre01.g035350	g6694	g4147	JG24_g1688	Mal24_g4167
716	Cre01.g035400	g6695		JG24_g1687	Mal24_g4166
717	Cre01.g035450	g6696	g4145	JG24_g1686	Mal24_g4165
718	Cre01.g035500	g6697	g4144	JG24_g1685	Mal24_g4164
719	Cre01.g035550	g6699	g4140	JG24_g1682	Mal24_g4162
720	Cre01.g035600	g6701	g4139		Mal24_g4161
721	Cre01.g035650	g6702	g4138	JG24_g1680	Mal24_g4160
722	Cre01.g035700	g6703	g4137	JG24_g1679	Mal24_g4159
723	Cre01.g035750	g6704	g4136	JG24_g1678	Mal24_g4158
724	Cre01.g035750	g6704	g4136	JG24_g1681	Mal24_g4158
725	Cre01.g035800	g6706	g4133	JG24_g1677	Mal24_g4153
726	Cre01.g035850	g6707	g4132	JG24_g1676	Mal24_g4152
727	Cre01.g035950	g6710	g4130	JG24_g1674	Mal24_g4151
728	Cre01.g036000	g6711	g4129	JG24_g1673	Mal24_g4150
729	Cre01.g036050	g6712	g4128	JG24_g1672	Mal24_g4149
730	Cre01.g036100	g6713	g4127	JG24_g1671	Mal24_g4148
731	Cre01.g036150	g6714	g4126	JG24_g1670	Mal24_g4147
732	Cre01.g036200	g6715	g4125	JG24_g1669	Mal24_g4146
733	Cre01.g036250	g6717		JG24_g1666	Mal24_g4144
734	Cre01.g036300		g12961		
735	Cre01.g036350	g6718		JG24_g1665	Mal24_g4143
736	Cre01.g036400	g6719	g4123	JG24_g1664	Mal24_g4142
737	Cre01.g036451	g6720	g4122	JG24_g1663	Mal24_g4141
738	Cre01.g036500	g6721	g4121	JG24_g1662	Mal24_g4140
739	Cre01.g036550	g6722	g4120	JG24_g1661	Mal24_g4139
740	Cre01.g036600	g6723	g4119	JG24_g1660	Mal24_g4138
741	Cre01.g036650	g6724	g4118	JG24_g1659	Mal24_g4137
742	Cre01.g036700	g6725	g4117	JG24_g1658	Mal24_g4136
743	Cre01.g036750	g6726	g4116	JG24_g1657	Mal24_g4135
744	Cre01.g036800	g6727	g4114	JG24_g1656	Mal24_g4134
745	Cre01.g036850	g6728	g4113	JG24_g1655	Mal24_g4133
746	Cre01.g036900		g1634	JG24_g6141	Mal24_g15850
747	Cre01.g036900		g1634	JG24_g6141	Mal24_g3204
748	Cre01.g036900		g1634	JG24_g6141	Mal24_g7166
749	Cre01.g036950	g6730	g4111	JG24_g1651	Mal24_g4127
750	Cre01.g037000		g4110	JG24_g1649	Mal24_g4126
751	Cre01.g037050	g6731	g4109		Mal24_g4125
752	Cre01.g037100	g6732	g4108	JG24_g1648	Mal24_g4124
753	Cre01.g037150	g6733	g4107	JG24_g1647	Mal24_g4123
754	Cre01.g037200	g6734	g4106	JG24_g1646	Mal24_g14488
755	Cre01.g037200	g6734	g4106	JG24_g1646	Mal24_g4122
756	Cre01.g037200	g15200	g4106	JG24_g1646	Mal24_g14488
757	Cre01.g037200	g15200	g4106	JG24_g1646	Mal24_g4122
758	Cre01.g037250	g6735	g4105	JG24_g1645	Mal24_g4121
759	Cre01.g037300	g6736	g4104	JG24_g1644	Mal24_g4120
760	Cre01.g037350	g6737	g4103		Mal24_g4119
761	Cre01.g037400	g6738	g4102	JG24_g1642	
762	Cre01.g037450	g6739	g4101	JG24_g1641	
763	Cre01.g037500		g4100	JG24_g1639	Mal24_g4116
764	Cre01.g037550	g6740	g4099	JG24_g1638	Mal24_g4115
765	Cre01.g037600	g6741	g4098	JG24_g1637	Mal24_g4114
766	Cre01.g037650	g6742	g4097	JG24_g1636	Mal24_g4113
767	Cre01.g037700	g6743	g4096	JG24_g1635	Mal24_g4112
768	Cre01.g037751	g6744	g4095	JG24_g1634	Mal24_g4111
769	Cre01.g037800	g6745	g4094	JG24_g1633	Mal24_g4110
770	Cre01.g037850	g6746	g4093	JG24_g1632	Mal24_g4109
771	Cre01.g037900	g6747	g4092	JG24_g1631	Mal24_g4108
772	Cre01.g037950	g6748	g4091	JG24_g1152	Mal24_g4107
773	Cre01.g037950	g6748	g4091	JG24_g1630	Mal24_g4107
774	Cre01.g038000	g6749	g4090	JG24_g1629	Mal24_g4106
775	Cre01.g038050	g6750	g4089	JG24_g1628	Mal24_g4105
776	Cre01.g038100	g6751	g4088	JG24_g1627	Mal24_g4104
777	Cre01.g038151	g6752	g4087	JG24_g1626	Mal24_g4103
778	Cre01.g038200	g6753	g4086	JG24_g1625	Mal24_g4102
779	Cre01.g038250	g6754	g4085	JG24_g1624	Mal24_g4101
780	Cre01.g038300	g6755	g4084	JG24_g1623	Mal24_g13167
781	Cre01.g038350				Mal24_g13468
782	Cre01.g038400	g6756	g4083	JG24_g1622	Mal24_g4099
783	Cre01.g038450	g6757	g4082	JG24_g1621	Mal24_g4098
784	Cre01.g038500	g6758	g4081	JG24_g1620	Mal24_g4097
785	Cre01.g038550	g6759	g4080	JG24_g1619	Mal24_g4096
786	Cre01.g038600	g6760	g4079	JG24_g1618	Mal24_g4095
787	Cre01.g038650		g4078	JG24_g1617	Mal24_g4094
788	Cre01.g038700	g6762	g4077	JG24_g1616	Mal24_g4093
789	Cre01.g038750	g6763	g4076	JG24_g1614	Mal24_g4092
790	Cre01.g038800	g6765	g4075	JG24_g1613	Mal24_g4091
791	Cre01.g038850	g6766	g4074	JG24_g1612	Mal24_g4090
792	Cre01.g038900	g6767	g4073	JG24_g1611	Mal24_g4089
793	Cre01.g038950	g6768	g4072	JG24_g1610	Mal24_g4088
794	Cre01.g039000	g6769	g4071	JG24_g1609	Mal24_g4087
795	Cre01.g039050	g6770	g4070	JG24_g1608	Mal24_g4086
796	Cre01.g039150	g351	g1451	JG24_g1607	Mal24_g4085
797	Cre01.g039150	g351	g4069	JG24_g1607	Mal24_g4085
798	Cre01.g039150	g6771	g1451	JG24_g1607	Mal24_g4085
799	Cre01.g039150	g6771	g4069	JG24_g1607	Mal24_g4085
800	Cre01.g039200	g6772	g4068	JG24_g1606	Mal24_g4084
801	Cre01.g039250	g6773	g4067	JG24_g1605	Mal24_g4083
802	Cre01.g039300	g6774	g4066	JG24_g1604	Mal24_g4082
803	Cre01.g039350	g6775	g4065	JG24_g1603	Mal24_g4081
804	Cre01.g039400	g6776	g4064	JG24_g1602	Mal24_g4080
805	Cre01.g039450	g6779	g4062	JG24_g1598	Mal24_g4076
806	Cre01.g039500	g6780	g4061	JG24_g1597	Mal24_g4075
807	Cre01.g039550	g6781	g4060	JG24_g1596	Mal24_g4074
808	Cre01.g039600	g6782	g4059	JG24_g1594	Mal24_g4073
809	Cre01.g039702	g8070	g7286	JG24_g9138	
810	Cre01.g039750	g6785	g4058	JG24_g1593	Mal24_g4071
811	Cre01.g039800	g6786	g4057	JG24_g1592	Mal24_g4070
812	Cre01.g039850	g6787	g4056	JG24_g1591	Mal24_g4069
813	Cre01.g039900		g4055	JG24_g1590	Mal24_g4068
814	Cre01.g039950	g6791	g4052	JG24_g1588	Mal24_g4065
815	Cre01.g040000	g6790	g4053		Mal24_g4066
816	Cre01.g040050	g6792	g4050	JG24_g1586	Mal24_g4064
817	Cre01.g040100	g6793	g4049	JG24_g1585	Mal24_g4063
818	Cre01.g040150	g6794	g4048	JG24_g1584	Mal24_g4062
819	Cre01.g040200	g6795	g4047	JG24_g1583	Mal24_g4061
820	Cre01.g040250	g6796	g4046	JG24_g1582	Mal24_g4060
821	Cre01.g040300	g6797	g4045	JG24_g1581	Mal24_g4059
822	Cre01.g040350		g4044		
823	Cre01.g040400	g6800	g4041	JG24_g1579	Mal24_g4057
824	Cre01.g040450	g6804	g4037	JG24_g1574	Mal24_g4050
825	Cre01.g040500	g6803	g4038	JG24_g1575	Mal24_g4051
826	Cre01.g040550	g6802	g4039	JG24_g1576	Mal24_g4052
827	Cre01.g040600	g6801	g4040	JG24_g1577	Mal24_g4053
828	Cre01.g040701			JG24_g11974	Mal24_g16662
829	Cre01.g040850	g6805	g3504	JG24_g1573	Mal24_g4048
830	Cre01.g040850	g6805	g4035	JG24_g1573	Mal24_g4048
831	Cre01.g040850	g16092	g3504	JG24_g1573	Mal24_g4048
832	Cre01.g040850	g16092	g4035	JG24_g1573	Mal24_g4048
833	Cre01.g040900		g4034	JG24_g1572	
834	Cre01.g040950	g6806	g4033	JG24_g1571	Mal24_g4049
